"(Intercept)","Rate_Appli","Rt_Apd_Ct_","Elevation_"
-428.454302382137,0.0131718468136917,-0.000554966412979787,0.659488631499773
190.032502788834,0.269340618171883,0.00123501365857315,-0.0460222603292465
-582.916383214497,0.161296496722415,0.000369345083455677,0.758143080004624
98.6390190889987,0.065091835661107,0.00130760072989611,0.0702310843217786
-24.4405032362975,0.0786921187002497,4.42231600643569e-05,0.232311460946772
-215.771614256067,0.329028734528349,0.000760087745571836,0.358289495548411
-51.0412592744456,-0.0191819901401832,0.00111334909795678,0.236730905764504
214.73236803121,0.231093218274054,-1.73290158820305e-05,-0.0217783939060456
40.5587384695063,0.115202049785693,0.000577255865286796,0.148103736072231
125.276862023029,0.184309094994191,-0.000155774742822796,0.0780609139443162
-251.962932374313,0.188013655528717,0.00017809428873761,0.4369492570218
-131.859668790334,0.223960647769431,0.000397852990087534,0.304758685916847
-286.829469072628,0.0744424539295608,0.000628678266740273,0.473085468654183
-197.083572750845,-0.0375203823598244,0.000376459390132586,0.409808749543388
-187.202469669928,0.133373070130462,0.0006474712469574,0.364523129443042
-17.2111201362731,0.146855057511083,-0.000152749689710354,0.22390105255408
-373.27722579689,0.186992185461707,0.00092270337222091,0.530795887621135
229.115561841322,0.126108057050746,0.000357944929217265,-0.0312710134585423
-638.575324622977,0.0349770711337965,-0.000344529456054379,0.856447817252854
152.552157099403,0.347657509341344,0.00112747202391399,-0.019069967451585
-52.5977333267605,0.150113145980038,-0.00033162779206614,0.262132488782198
189.250693045161,0.0259694640943371,0.000972418341944733,0.000328868340079558
-117.435783658708,0.245446962681792,-0.000227682709577522,0.308905789493684
-59.2307846481134,0.170008750135497,2.44995674481707e-05,0.253515262038911
-266.346017334464,0.15731176745978,0.000348508672221278,0.447297339652665
-320.190637925606,0.174010676537401,0.000965286254163114,0.477783829213248
177.406811622546,0.186104047231591,0.000469629876138447,0.00492060732114674
255.334148557976,0.15404765070265,5.09901547901762e-05,-0.0532258614595686
59.8252171815107,0.0561062991033245,0.000225026859697879,0.148789519869143
-118.539306315119,0.274650365192468,0.000515497925621781,0.280144119523094
-448.655849215056,0.262863934339477,0.000929039021496341,0.590915831349044
-148.647664038794,0.315163184339308,0.000147788078114415,0.314413648173423
168.625333886646,0.0148710878629041,0.000567341205377269,0.0362545893446379
-196.792804073573,0.227156734818444,0.000400092348308791,0.366402966341801
-102.128198991874,0.238862008305261,0.000518461908012392,0.268277396092017
-445.518377040382,0.236702298655317,0.000257722875223585,0.614670481341529
-218.91209156261,0.194930203359647,-0.000145479814139541,0.413267747307828
-76.0058554826036,0.243475712425644,0.00101681669974764,0.227070022275795
-201.50775742337,0.320647242224409,-8.00365455374972e-05,0.374488873369526
-240.116307739558,0.259269334668776,0.000693945725077123,0.394063857164572
120.84133698755,0.0957255132423979,0.000135031193906359,0.0851229566321768
-284.428143643523,0.263802608604296,9.41296485679389e-06,0.459190773393176
-531.074334186056,0.184403248062172,0.00124526014157525,0.673874542929302
-121.903885581807,0.242106597835338,0.000220581717399513,0.298501559625144
-367.588460438185,-0.0689348909022897,-2.10214363080566e-05,0.5946911272081
-50.9270281119276,0.29472701754008,0.00121369098591622,0.184568073673229
-559.701184233692,0.28987160997353,0.000904510557082334,0.696853139769526
359.016282471899,0.0784224929637391,0.000288335328427594,-0.150381974033568
180.696550032237,0.253524960555094,0.000289770960184227,-0.00401168005884633
-53.7297643190699,0.170266805866281,0.00013487582303776,0.244097280745208
-160.707458344304,-0.0571002261522469,-0.000685336171035087,0.414153150578696
-107.455191935529,0.191900239765184,5.81531396405362e-05,0.296909445982619
-189.67952335841,0.12949548014801,-0.000149291924643406,0.39419664313755
-47.9807460056315,0.247143470302255,0.000633710003055871,0.210636606291361
264.031273988538,0.244845817681328,-2.47351514006517e-05,-0.0712865724673106
52.3502237566768,0.169256713878697,0.000524550317299834,0.128238028405299
104.054077827801,0.141719784394935,0.000413882410079274,0.0856818944448126
72.3516641361124,0.127027945868627,0.00105550118055537,0.0954917936343317
-428.214586533757,0.309709575405016,-0.000429228757107532,0.60858571869601
258.860433239126,0.291531824792779,4.77892275232947e-05,-0.0762766719861628
28.7211778092481,0.110903637201658,0.000418853177942888,0.164561555162305
-554.447179102168,0.0231605828377452,-1.66595109836315e-05,0.763677001941718
290.029237828664,0.203126759572971,0.000173972197937055,-0.0971705355052481
-687.436533946642,0.243486396218339,0.000648789889878609,0.839894588152238
-491.755552933621,0.256859046714128,0.00134878551692933,0.619472317705145
-71.8726630343277,0.0575148083755677,0.000195652442060923,0.279418347758403
-321.474393987755,0.286507096871422,0.00103201721751501,0.458294172961634
283.304199185125,0.264832570953873,0.000418368802662675,-0.112321918629164
-257.893276950306,0.00543416664541643,-0.000458002165452958,0.490253175809871
-223.960731977892,0.379246308659326,0.000785309770918199,0.358693177724346
