hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Btg,NA,B,,NA,NA,130,NA,NA,216,NA,NA,86,NA,0,0,0,0,0,0,100,100,100,98,98,100,84,92,100,33,41,59,NA,67.7,NA,NA,0,NA,NA,2.4,NA,NA,14.6,NA,NA,33.9,NA,NA,16.8,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,10,18,35,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.35,1.48,1.6,NA,NA,NA,1.42,1.55,1.61,NA,0.42,9,14,0.12,0.14,0.16,NA,NA,NA,16.2,21.4,29.1,6.6,12.2,23.9,37,41,46,0,1.5,2.9,0,22.5,45,0,12.5,25,0,0,8,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.1,9.9,1.9,3.8,7.4,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,5.2,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728575,51721021
C,NA,C,,NA,NA,216,NA,NA,229,NA,NA,13,NA,0,0,0,0,0,0,100,100,100,98,98,100,89,93,99,26,30,34,NA,82.5,NA,NA,0,NA,NA,1.9,NA,NA,14.3,NA,NA,43.5,NA,NA,22.8,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,4,8,12,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,1.37,1.52,1.67,NA,42,92,141,0.03,0.07,0.1,16.4,20.3,23.2,10.6,14.9,18.2,2.6,5.5,8.5,37,42,48,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,4.1,0.8,1.9,3.1,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728575,51721022
A,NA,A,,NA,NA,0,NA,NA,15,NA,NA,15,NA,0,0,0,0,0,0,100,100,100,95,97,100,80,88,98,34,41,49,NA,67.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15,NA,NA,29.3,NA,NA,18.2,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,5,11.5,18,NA,NA,NA,2,3,4,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,28,42,0.1,0.13,0.15,NA,NA,NA,15.7,21.2,25.8,6.3,12.2,18.3,32,36,41,0,1.5,2.9,15,20,25,0,1.5,3,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.8,9.6,13.5,2,4.5,7,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,10,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728576,51721023
E,NA,E,,NA,NA,15,NA,NA,36,NA,NA,21,NA,0,0,0,0,0,0,100,100,100,95,97,100,84,88,93,36,39,43,NA,70.4,NA,NA,0.3,NA,NA,4.9,NA,NA,15.6,NA,NA,30.6,NA,NA,19,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,NA,NA,NA,2,3,4,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,28,42,0.1,0.13,0.15,NA,NA,NA,15.7,19,22,6.3,9.5,12.9,32,36,41,0,1.5,2.9,15,20,25,0,1.5,3,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5.8,8.6,11.5,2,4.5,7,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,9.5,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728576,51721024
Btg,NA,B,,NA,NA,36,NA,NA,188,NA,NA,152,NA,0,0,0,0,0,0,100,100,100,95,97,100,80,88,98,34,41,49,NA,67.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15,NA,NA,29.3,NA,NA,18.2,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,5,11.5,18,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,28,42,0.1,0.13,0.15,NA,NA,NA,11.8,17.8,22.3,3.4,8.2,13.3,35,38,43,0,1.5,2.9,15,20,25,0,1.5,3,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.4,5.6,1,2.5,4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,4.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728576,51721025
Cg,NA,C,,NA,NA,188,NA,NA,216,NA,NA,28,NA,0,0,0,0,0,0,100,100,100,95,97,100,67,75,85,31,39,48,NA,66.3,NA,NA,4.5,NA,NA,13.5,NA,NA,16.6,NA,NA,20,NA,NA,11.7,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,3,10.5,18,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,78,141,0.06,0.11,0.15,NA,NA,NA,9.1,16.6,21.6,1.9,7.1,12.4,35,38,43,0,1.5,2.9,10,17.5,25,0,1.5,3,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.2,5.6,1,2.5,4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,4.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728576,51721026
Cg,NA,C,,NA,109,165,203,203,203,210,0,38,101,0,0,0,0,0,0,75,96,100,74,96,100,53,90,100,40,73,84,30,40,70,2,3,5,3,4,7,6,8,14,11,14,25,8,11,19,5,18,23,NA,NA,NA,NA,NA,NA,22,42,60,0,0,0,0,0.25,0.5,NA,NA,NA,1.25,1.35,1.5,NA,NA,NA,1.31,1.41,1.56,NA,1.4,9,14,0.08,0.12,0.17,NA,NA,NA,19.4,37.6,40,9,22.2,27.2,35,45,50,0.1,1.3,2,30,49,65,15,30,43,0,0,5,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.1,7.1,0.4,3.8,5.3,0.1,0.8,2.3,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8.6,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728603,51721113
Ap,NA,A,,NA,0,0,0,8,23,28,8,23,25,0,0,0,0,0,0,76,96,100,75,96,100,65,88,100,28,40,52,48,75,85,5,5,7,12,13,17,16,16,22,19,32,55,8,9,15,5,17,49,NA,NA,NA,NA,NA,NA,3,8,15,0,0,0,0.5,2.75,5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,1.37,1.52,1.67,NA,14,28,42,0.12,0.14,0.16,NA,NA,NA,10.9,19.5,26.6,3.4,10.1,19.6,30,40,47,0.3,1.4,2.7,0,25,37,0,4,10,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,2.8,9.4,15.5,0,1,3,0.2,4,9.4,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,5.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728603,51721114
E,NA,E,,NA,8,23,28,11,36,53,8,13,28,0,0,0,0,0,0,78,97,100,77,97,100,57,75,83,29,40,46,48,75,85,5,6,7,13,15,17,16,19,22,19,22,55,11,13,15,5,17,49,NA,NA,NA,NA,NA,NA,3,8,15,0,0,0,0,0.25,0.5,NA,NA,NA,1.35,1.57,1.6,NA,NA,NA,1.42,1.64,1.71,NA,14,28,42,0.05,0.12,0.19,NA,NA,NA,6.7,12.3,17.1,1.1,3.6,7.3,32,38,46,0.1,0.5,1.4,0,20,27,0,4,10,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.2,2.4,8.5,0,0.2,1.8,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728603,51721115
Btg,NA,B,,NA,11,36,53,109,165,203,102,129,195,0,0,0,0,0,0,76,96,100,75,96,100,58,83,95,31,49,59,40,56,70,1,2,3,5,7,9,9,12,15,20,28,35,5,7,9,5,17,23,NA,NA,NA,NA,NA,NA,18,27,40,0,0,0,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.37,1.47,1.53,NA,4,12,14,0.11,0.12,0.13,NA,NA,NA,17.1,23.7,27.5,9,15.6,21.2,35,44,48,0.1,0.8,1.3,27,36,48,12,18,28,0,1,10,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.6,5.1,0.4,2.7,3.8,0.1,0.7,3.6,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.9,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728603,51721116
C,NA,C,,NA,152,160,179,203,203,216,24,43,64,0,0,0,0,0,0,79,97,100,78,97,100,66,87,98,27,38,47,50,68,80,0,0,0,1,2,10,10,31,37,20,22,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,0,0.25,0.5,NA,NA,NA,1.48,1.54,1.59,NA,NA,NA,1.5,1.56,1.61,NA,14,28,42,0.06,0.09,0.11,NA,NA,NA,10.1,16.2,21.6,2.8,6.7,12.4,32,39,42,0.2,0.5,0.9,15,19,25,3,6,10,0,0,2,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,1.5,3.4,0.3,0.7,0.8,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728604,51721117
Ap,NA,A,,NA,0,0,0,18,25,28,18,25,26,0,0,0,0,0,0,77,97,100,76,96,100,66,91,100,24,38,48,50,68,80,0,0,0,1,2,2,10,13,15,29,40,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,1,1.5,2,NA,NA,NA,1.55,1.56,1.58,NA,NA,NA,1.58,1.59,1.62,NA,14,28,42,0.1,0.12,0.15,NA,NA,NA,12.1,18.5,23.9,4.2,9,15.5,31,37,38,0.2,0.5,0.9,18,24,32,2,6,12,0,0,2,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.5,1.5,3.4,0.4,0.7,2.3,3.5,4.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728604,51721118
Bt,NA,B,,NA,20,36,36,81,117,157,43,81,114,0,0,0,0,0,0,76,96,100,75,96,100,64,92,100,26,45,58,40,60,77,0,0,0,1,2,3,7,11,14,23,35,45,8,12,15,3,17,38,NA,NA,NA,NA,NA,NA,7,23,33,0,0,0,0,0.25,0.5,NA,NA,NA,1.62,1.65,1.68,NA,NA,NA,1.66,1.69,1.71,NA,4,12,14,0.11,0.14,0.17,NA,NA,NA,11.7,23.9,28.9,4,15.9,23.6,29,35,37,0.2,0.8,1.4,18,32,42,3,15,23,0,3,10,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,2.6,5.4,0.3,0.6,3.8,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728604,51721119
E,NA,E,,NA,18,25,28,31,36,36,9,11,20,0,0,0,0,0,0,79,97,100,78,97,100,68,92,100,25,38,48,50,68,80,0,0,0,1,2,10,10,13,15,29,40,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,0,0.25,0.5,NA,NA,NA,1.57,1.6,1.62,NA,NA,NA,1.6,1.63,1.67,NA,14,28,42,0.06,0.09,0.11,NA,NA,NA,10.6,17,22.6,3.1,7.4,13.7,31,37,39,0.1,0.7,1.5,16,21,29,2,6,12,0,0,2,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.4,3.2,8.7,0.1,0.4,1.5,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,4.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728604,51721120
Btg,NA,B,,NA,81,117,157,152,160,179,5,43,127,0,0,0,0,0,0,80,97,100,79,97,100,63,92,100,26,47,65,40,60,77,0,0,0,1,2,3,7,11,14,21,32,41,10,15,19,3,17,38,NA,NA,NA,NA,NA,NA,7,23,40,0,0,0,0,0.25,0.5,NA,NA,NA,1.62,1.66,1.69,NA,NA,NA,1.67,1.71,1.74,NA,4,9,14,0.11,0.15,0.2,NA,NA,NA,11.6,23.9,31.5,4,16,28.6,28,34,37,0.2,0.8,1.6,18,32,48,3,15,28,0,5,10,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,2.6,6.3,0.3,0.8,5.4,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728604,51721121
Ap,NA,A,,NA,0,0,0,8,23,25,8,23,25,0,0,0,0,0,0,92,97,100,92,97,100,79,91,100,32,42,55,47,66,85,1,1,1,1,2,3,9,12,16,25,35,46,11,16,21,7,22,46,3,22,38,NA,NA,NA,7,12,20,0,0,0,1,1.5,2,NA,NA,NA,1.55,1.56,1.57,NA,NA,NA,1.59,1.6,1.62,NA,14,28,42,0.1,0.12,0.15,NA,NA,NA,14.9,19.3,24.2,5.8,9.8,15.9,33,38,42,0.3,0.6,1.2,20,26,34,3,7,13,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.9,2.9,7.5,0.4,1,5,3.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728605,51721122
Bt1,NA,B,,1,25,38,50,45,48,190,7,10,152,0,0,0,0,0,0,92,97,100,91,96,100,77,91,100,35,48,63,34,57,77,1,1,1,1,2,3,5,9,12,20,33,45,7,12,16,8,20,46,NA,NA,NA,NA,NA,NA,7,23,33,0,0,0,0,0.25,0.5,NA,NA,NA,1.57,1.61,1.65,NA,NA,NA,1.6,1.64,1.67,NA,4,12,14,0.11,0.12,0.13,NA,NA,NA,12.7,22.7,27.4,4.1,14.2,21,34,41,48,0.3,1.1,1.8,18,32,42,3,15,23,0,3,12,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,4,9.9,0.1,0.6,3.8,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728605,51721123
Bt2,NA,B,,2,45,48,190,102,254,255,7,206,206,0,0,0,0,0,0,91,96,100,90,96,100,77,91,100,35,48,63,34,57,77,1,1,1,1,2,3,5,9,12,20,33,45,7,12,16,8,20,46,NA,NA,NA,NA,NA,NA,7,23,33,0,0,0,0,0.25,0.5,NA,NA,NA,1.57,1.61,1.65,NA,NA,NA,1.6,1.64,1.69,NA,4,9,14,0.08,0.12,0.17,NA,NA,NA,12.2,21.9,26.4,3.8,13.1,19.3,39,45,50,0.3,1.1,1.8,18,32,42,3,15,23,0,3,12,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,4,9.9,0.1,0.6,5.3,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728605,51721124
E,NA,E,,NA,8,23,25,25,38,50,2,15,42,0,0,0,0,0,0,92,97,100,92,97,100,81,91,100,33,42,53,53,66,86,1,1,1,2,2,3,10,12,16,28,35,46,13,16,21,7,22,38,NA,NA,NA,NA,NA,NA,7,12,20,0,0,0,0.25,0.5,0.75,NA,NA,NA,1.55,1.58,1.62,NA,NA,NA,1.56,1.59,1.63,NA,14,28,141,0.06,0.08,0.11,NA,NA,NA,13.8,18.3,23.4,4.9,8.8,14.7,32,36,39,0.3,0.7,1.2,18,23,31,3,7,13,0,0,3,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1.3,4.5,11.7,0,0.3,2.4,3.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728605,51721125
A,NA,A,,NA,NA,0,NA,NA,20,NA,NA,20,NA,0,0,0,0,0,0,100,100,100,95,97,100,83,89,98,32,38,44,NA,70.9,NA,NA,0.1,NA,NA,3.3,NA,NA,16.1,NA,NA,34,NA,NA,17.4,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,7,12.5,18,NA,NA,NA,2,3,4,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,28,42,0.1,0.12,0.14,NA,NA,NA,17.1,21.7,25.8,7.6,12.8,18.3,32,36,41,0,1.5,2.9,20,25,30,0,3.5,7,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,4.5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.9,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728555,51720955
Eg,NA,E,,NA,NA,20,NA,NA,28,NA,NA,8,NA,0,0,0,0,0,0,100,100,100,95,97,100,67,74,82,31,37,44,NA,67.9,NA,NA,4.5,NA,NA,14.5,NA,NA,18,NA,NA,20.2,NA,NA,10.7,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,7,12.5,18,NA,NA,NA,2,3,4,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.52,1.62,1.69,NA,14,28,42,0.1,0.12,0.14,NA,NA,NA,16.8,21.3,25.2,7.3,12.3,17.4,32,36,41,0,1.5,2.9,20,25,30,0,3.5,7,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,4.5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.9,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728555,51720956
Btg,NA,B,,NA,NA,28,NA,NA,127,NA,NA,99,NA,0,0,0,0,0,0,98,98,100,93,94,100,72,82,95,39,48,59,NA,55.8,NA,NA,1.3,NA,NA,8.2,NA,NA,14.8,NA,NA,20.2,NA,NA,11.3,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,18,26.5,35,NA,NA,NA,0,0.5,1,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.42,1.47,1.53,NA,4,9,14,0.12,0.15,0.17,NA,NA,NA,19.3,23.7,27.9,10.2,15.7,21.8,41,43,46,0,1.5,2.9,20,30,40,8,11.5,15,0,2,7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,15,25,NA,NA,NA,NA,NA,NA,4.5,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.7,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728555,51720957
Cg,NA,C,,NA,NA,127,NA,NA,152,NA,NA,25,NA,0,0,0,0,0,0,100,100,100,95,97,100,69,78,89,17,25,34,NA,81.1,NA,NA,1.1,NA,NA,11.7,NA,NA,25.6,NA,NA,30.9,NA,NA,11.8,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,2,10,18,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.58,1.7,NA,NA,NA,1.52,1.65,1.72,NA,14,78,141,0.07,0.11,0.14,13.6,21.9,26.4,7.9,16.9,22.5,1.4,7.3,13.5,33,37,43,0,1.5,2.9,7,13,20,0,0,2,0,0,0,0.15,0.15,1,3,5,0,0,0,0,0,0,0,0,0,1,5.5,10,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728555,51720958
2Cg,2,C,,NA,NA,152,NA,NA,203,NA,NA,51,NA,0,0,0,0,0,0,100,100,100,95,97,100,69,78,89,17,25,34,NA,81.1,NA,NA,1.1,NA,NA,11.7,NA,NA,25.6,NA,NA,30.9,NA,NA,11.8,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,2,10,18,NA,NA,NA,0,0.12,0.25,NA,NA,NA,1.45,1.58,1.7,NA,NA,NA,1.52,1.65,1.72,NA,14,78,141,0.07,0.11,0.14,13.6,21.7,26.2,7.9,16.7,22.2,1.4,7.1,13.2,33,38,43,0,1.5,2.9,7,13,20,0,0,2,0,0,0,0.15,0.15,1,5,10,0,0,0,0,0,0,0,0,0,1.4,6,10.2,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728555,51720959
Cg,NA,C,,NA,NA,127,NA,NA,152,NA,NA,25,NA,0,0,0,0,0,0,100,100,100,95,97,100,69,78,89,17,25,34,NA,81.1,NA,NA,1.1,NA,NA,11.7,NA,NA,25.6,NA,NA,30.9,NA,NA,11.8,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,2,10,18,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.58,1.7,NA,NA,NA,1.52,1.65,1.72,NA,14,78,141,0.07,0.11,0.14,13.6,21.9,26.4,7.9,16.9,22.5,1.4,7.3,13.5,33,37,43,0,1.5,2.9,7,13,20,0,0,2,0,0,0,0.15,0.15,1,3,5,0,0,0,0,0,0,0,0,0,1,5.5,10,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728556,51720960
2Cg,2,C,,NA,NA,152,NA,NA,203,NA,NA,51,NA,0,0,0,0,0,0,100,100,100,95,97,100,69,78,89,17,25,34,NA,81.1,NA,NA,1.1,NA,NA,11.7,NA,NA,25.6,NA,NA,30.9,NA,NA,11.8,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,2,10,18,NA,NA,NA,0,0.12,0.25,NA,NA,NA,1.45,1.58,1.7,NA,NA,NA,1.52,1.65,1.72,NA,14,78,141,0.07,0.11,0.14,13.6,21.7,26.2,7.9,16.7,22.2,1.4,7.1,13.2,33,38,43,0,1.5,2.9,7,13,20,0,0,2,0,0,0,0.15,0.15,1,5,10,0,0,0,0,0,0,0,0,0,1.4,6,10.2,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728556,51720961
