soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,122,137,152,Moist,185909104,115419728
122,137,152,203,203,203,Wet,185909104,115419729
0,0,0,203,203,203,Moist,185909105,115419730
0,0,0,203,203,203,Moist,185909106,115419731
0,0,0,203,203,203,Moist,185909107,115419732
0,0,0,122,137,152,Moist,185909108,115419733
122,137,152,203,203,203,Wet,185909108,115419734
0,0,0,46,81,122,Moist,185909109,115419735
46,81,122,203,203,203,Wet,185909109,115419736
0,0,0,0,15,30,Moist,185909110,115419737
0,15,30,203,203,203,Wet,185909110,115419738
0,0,0,203,203,203,Moist,185908835,115419271
0,0,0,203,203,203,Moist,185908836,115419272
0,0,0,122,152,183,Moist,185908837,115419273
122,152,183,203,203,203,Wet,185908837,115419274
0,0,0,61,76,91,Moist,185908838,115419275
61,76,91,203,203,203,Wet,185908838,115419276
46,69,91,203,203,203,Wet,185908839,115419277
0,0,0,46,69,91,,185908839,115419278
0,0,0,46,61,91,Moist,185908840,115419279
46,61,91,203,203,203,Wet,185908840,115419280
0,0,0,46,61,91,Moist,185908841,115419281
46,61,91,203,203,203,Wet,185908841,115419282
0,0,0,46,69,91,Moist,185908842,115419283
46,69,91,203,203,203,Wet,185908842,115419284
0,0,0,61,76,91,Moist,185908843,115419285
61,76,91,203,203,203,Wet,185908843,115419286
0,0,0,76,91,91,Moist,185908844,115419287
76,91,91,203,203,203,Wet,185908844,115419288
0,0,0,122,152,183,Moist,185908845,115419289
122,152,183,203,203,203,Wet,185908845,115419290
0,0,0,203,203,203,Moist,185908846,115419291
0,0,0,0,23,46,Moist,185908847,115419292
0,23,46,203,203,203,Wet,185908847,115419293
0,0,0,0,23,46,Moist,185908849,115419294
0,23,46,203,203,203,Wet,185908849,115419295
0,0,0,0,23,46,Moist,185908850,115419296
0,23,46,203,203,203,Wet,185908850,115419297
0,0,0,0,23,46,Moist,185908851,115419298
0,23,46,203,203,203,Wet,185908851,115419299
0,0,0,0,23,46,Moist,185908854,115419300
0,23,46,203,203,203,Wet,185908854,115419301
0,0,0,0,23,46,Moist,185908856,115419302
0,23,46,203,203,203,Wet,185908856,115419303
0,0,0,203,203,203,Moist,185909411,115420212
0,0,0,203,203,203,Moist,185909412,115420213
0,0,0,203,203,203,Moist,185909413,115420214
0,0,0,203,203,203,Moist,185909414,115420215
0,0,0,203,203,203,Moist,185909415,115420216
0,0,0,203,203,203,Moist,185909416,115420217
0,0,0,203,203,203,Moist,185909417,115420218
0,0,0,203,203,203,Moist,185909418,115420219
0,0,0,203,203,203,Moist,185909419,115420220
0,0,0,203,203,203,Moist,185909420,115420221
0,0,0,203,203,203,Moist,185909421,115420222
0,0,0,203,203,203,Moist,185909422,115420223
0,0,0,0,15,30,Moist,185909423,115420224
0,15,30,203,203,203,Wet,185909423,115420225
0,0,0,0,15,30,Moist,185909424,115420226
0,15,30,203,203,203,Wet,185909424,115420227
0,0,0,0,15,30,Moist,185909425,115420228
0,15,30,203,203,203,Wet,185909425,115420229
0,0,0,0,15,30,Moist,185909426,115420230
0,15,30,203,203,203,Wet,185909426,115420231
0,0,0,15,30,46,Moist,185909427,115420232
15,30,46,203,203,203,Wet,185909427,115420233
0,0,0,203,203,203,Moist,185909428,115420234
0,0,0,203,203,203,Moist,185909429,115420235
0,0,0,203,203,203,Moist,185909430,115420236
0,0,0,203,203,203,Moist,185909431,115420237
0,0,0,122,137,152,Moist,185909432,115420238
122,137,152,203,203,203,Wet,185909432,115420239
0,0,0,30,46,122,Moist,185909433,115420240
30,46,122,203,203,203,Wet,185909433,115420241
0,0,0,0,15,30,Moist,185909434,115420242
0,15,30,203,203,203,Wet,185909434,115420243
0,0,0,203,203,203,Wet,185909435,115420244
0,0,0,203,203,203,Wet,185909436,115420245
0,0,0,203,203,203,Wet,185909437,115420246
0,0,0,203,203,203,Wet,185909438,115420247
0,0,0,0,15,30,Moist,185909439,115420248
0,15,30,203,203,203,Wet,185909439,115420249
0,0,0,46,81,122,Moist,185909440,115420250
46,81,122,203,203,203,Wet,185909440,115420251
0,0,0,122,137,152,Moist,185909441,115420252
122,137,152,203,203,203,Wet,185909441,115420253
0,0,0,122,137,152,Moist,185909442,115420254
122,137,152,203,203,203,Wet,185909442,115420255
0,0,0,122,137,152,Moist,185909443,115420256
122,137,152,203,203,203,Wet,185909443,115420257
0,0,0,122,137,152,Moist,185909444,115420258
122,137,152,203,203,203,Wet,185909444,115420259
0,0,0,0,15,30,Moist,185909445,115420260
0,15,30,203,203,203,Wet,185909445,115420261
0,0,0,203,203,203,Wet,185909446,115420262
0,0,0,0,15,15,Moist,185908991,115419522
0,15,15,203,203,203,Wet,185908991,115419523
0,0,0,0,15,15,Moist,185908992,115419524
0,15,15,203,203,203,Wet,185908992,115419525
0,0,0,0,15,15,Moist,185908993,115419526
0,15,15,203,203,203,Wet,185908993,115419527
0,0,0,0,15,15,Moist,185908994,115419528
0,15,15,203,203,203,Wet,185908994,115419529
0,0,0,0,15,15,Moist,185908995,115419530
0,15,15,203,203,203,Wet,185908995,115419531
0,0,0,0,15,15,Moist,185908996,115419532
0,15,15,203,203,203,Wet,185908996,115419533
0,0,0,0,15,15,Moist,185908997,115419534
0,15,15,203,203,203,Wet,185908997,115419535
0,0,0,0,15,15,Moist,185908998,115419536
0,15,15,203,203,203,Wet,185908998,115419537
0,0,0,0,15,15,Moist,185908999,115419538
0,15,15,203,203,203,Wet,185908999,115419539
0,0,0,0,15,15,Moist,185909000,115419540
0,15,15,203,203,203,Wet,185909000,115419541
0,0,0,0,15,15,Moist,185909001,115419542
0,15,15,203,203,203,Wet,185909001,115419543
0,0,0,0,15,15,Moist,185909002,115419544
0,15,15,203,203,203,Wet,185909002,115419545
0,0,0,0,15,30,Moist,185908931,115419420
0,15,30,203,203,203,Wet,185908931,115419421
0,0,0,0,15,30,Moist,185908932,115419422
0,15,30,203,203,203,Wet,185908932,115419423
0,0,0,0,15,30,Moist,185908933,115419424
0,15,30,203,203,203,Wet,185908933,115419425
0,0,0,0,15,30,Moist,185908934,115419426
0,15,30,203,203,203,Wet,185908934,115419427
0,0,0,15,30,46,Moist,185908935,115419428
15,30,46,203,203,203,Wet,185908935,115419429
0,0,0,203,203,203,Moist,185908936,115419430
0,0,0,203,203,203,Moist,185908937,115419431
0,0,0,203,203,203,Moist,185908938,115419432
0,0,0,203,203,203,Moist,185908939,115419433
0,0,0,122,137,152,Moist,185908940,115419434
122,137,152,203,203,203,Wet,185908940,115419435
0,0,0,30,46,122,Moist,185908941,115419436
30,46,122,203,203,203,Wet,185908941,115419437
0,0,0,0,15,30,Moist,185908942,115419438
0,15,30,203,203,203,Wet,185908942,115419439
0,0,0,203,203,203,Wet,185908943,115419440
0,0,0,203,203,203,Wet,185908944,115419441
0,0,0,203,203,203,Wet,185908945,115419442
0,0,0,203,203,203,Wet,185908946,115419443
0,0,0,0,15,30,Moist,185908947,115419444
0,15,30,203,203,203,Wet,185908947,115419445
0,0,0,46,81,122,Moist,185908948,115419446
46,81,122,203,203,203,Wet,185908948,115419447
0,0,0,122,137,152,Moist,185908949,115419448
122,137,152,203,203,203,Wet,185908949,115419449
0,0,0,122,137,152,Moist,185908950,115419450
122,137,152,203,203,203,Wet,185908950,115419451
0,0,0,122,137,152,Moist,185908951,115419452
122,137,152,203,203,203,Wet,185908951,115419453
0,0,0,122,137,152,Moist,185908952,115419454
122,137,152,203,203,203,Wet,185908952,115419455
0,0,0,0,15,30,Moist,185908953,115419456
0,15,30,203,203,203,Wet,185908953,115419457
0,0,0,203,203,203,Wet,185908954,115419458
0,0,0,0,15,30,Moist,185909063,115419655
0,15,30,203,203,203,Wet,185909063,115419656
0,0,0,0,15,30,Moist,185909064,115419657
0,15,30,203,203,203,Wet,185909064,115419658
0,0,0,0,15,30,Moist,185909065,115419659
0,15,30,203,203,203,Wet,185909065,115419660
0,0,0,0,15,30,Moist,185909066,115419661
0,15,30,203,203,203,Wet,185909066,115419662
0,0,0,46,81,122,Moist,185909067,115419663
46,81,122,203,203,203,Wet,185909067,115419664
0,0,0,122,137,152,Moist,185909068,115419665
122,137,152,203,203,203,Wet,185909068,115419666
0,0,0,203,203,203,Moist,185909069,115419667
0,0,0,203,203,203,Moist,185909070,115419668
0,0,0,203,203,203,Moist,185909071,115419669
0,0,0,122,137,152,Moist,185909072,115419670
122,137,152,203,203,203,Wet,185909072,115419671
0,0,0,30,46,76,Moist,185909073,115419672
30,46,76,203,203,203,Wet,185909073,115419673
0,0,0,0,15,30,Moist,185909074,115419674
0,15,30,203,203,203,Wet,185909074,115419675
0,0,0,0,0,30,Moist,185909075,115419676
0,0,30,203,203,203,Wet,185909075,115419677
0,0,0,0,0,30,Moist,185909076,115419678
0,0,30,203,203,203,Wet,185909076,115419679
0,0,0,15,30,46,Moist,185909077,115419680
15,30,46,203,203,203,Wet,185909077,115419681
0,0,0,46,81,122,Moist,185909078,115419682
46,81,122,203,203,203,Wet,185909078,115419683
0,0,0,122,137,152,Moist,185909079,115419684
122,137,152,203,203,203,Wet,185909079,115419685
0,0,0,203,203,203,Moist,185909080,115419686
0,0,0,203,203,203,Moist,185909081,115419687
0,0,0,203,203,203,Moist,185909082,115419688
0,0,0,203,203,203,Moist,185909083,115419689
0,0,0,122,137,152,Moist,185909084,115419690
122,137,152,203,203,203,Wet,185909084,115419691
0,0,0,46,81,122,Moist,185909085,115419692
46,81,122,203,203,203,Wet,185909085,115419693
0,0,0,0,0,30,Moist,185909086,115419694
0,0,30,203,203,203,Wet,185909086,115419695
0,0,0,91,91,122,Moist,185909723,115420692
91,91,122,203,203,203,Wet,185909723,115420693
0,0,0,203,203,203,Moist,185909724,115420694
0,0,0,203,203,203,Moist,185909725,115420695
61,61,91,203,203,203,Wet,185909726,115420696
0,0,0,61,61,91,Moist,185909726,115420697
0,0,0,122,152,183,Moist,185909727,115420698
122,152,183,203,203,203,Wet,185909727,115420699
0,0,0,122,152,183,Moist,185909728,115420700
122,152,183,203,203,203,Wet,185909728,115420701
0,0,0,61,76,91,Wet,185909729,115420702
61,76,91,203,203,203,Moist,185909729,115420703
0,0,0,203,203,203,Moist,185909730,115420704
0,0,0,203,203,203,Moist,185909731,115420705
0,0,0,61,61,91,Moist,185909732,115420706
61,61,91,203,203,203,Wet,185909732,115420707
0,0,0,61,76,91,Moist,185909733,115420708
61,76,91,203,203,203,Wet,185909733,115420709
0,0,0,91,91,122,Moist,185909734,115420710
91,91,122,203,203,203,Wet,185909734,115420711
0,0,0,15,46,61,Moist,185909735,115420712
15,46,61,203,203,203,Wet,185909735,115420713
0,0,0,15,46,61,Moist,185909736,115420714
15,46,61,203,203,203,Wet,185909736,115420715
0,0,0,15,46,61,Moist,185909737,115420716
15,46,61,203,203,203,Wet,185909737,115420717
30,61,122,203,203,203,Wet,185909738,115420718
0,0,0,30,61,122,Moist,185909738,115420719
30,61,122,203,203,203,Wet,185909739,115420720
0,0,0,30,61,122,Moist,185909739,115420721
30,61,122,203,203,203,Wet,185909740,115420722
0,0,0,30,61,122,Moist,185909740,115420723
30,61,122,203,203,203,Wet,185909741,115420724
0,0,0,30,61,122,Moist,185909741,115420725
30,61,122,203,203,203,Wet,185909742,115420726
0,0,0,30,61,122,Moist,185909742,115420727
30,61,91,203,203,203,Wet,185909743,115420728
0,0,0,30,61,91,Moist,185909743,115420729
30,61,91,203,203,203,Wet,185909744,115420730
0,0,0,30,61,91,Moist,185909744,115420731
30,61,91,203,203,203,Wet,185909745,115420732
0,0,0,30,61,91,Moist,185909745,115420733
30,61,91,203,203,203,Wet,185909746,115420734
0,0,0,30,61,91,Moist,185909746,115420735
0,0,0,15,15,46,Moist,185909747,115420736
15,15,46,203,203,203,Wet,185909747,115420737
0,0,0,203,203,203,Moist,185909748,115420738
0,0,0,15,15,46,Moist,185909749,115420739
15,15,46,203,203,203,Wet,185909749,115420740
0,0,0,15,15,46,Moist,185909750,115420741
15,15,46,203,203,203,Wet,185909750,115420742
0,0,0,15,15,46,Moist,185909751,115420743
15,15,46,203,203,203,Wet,185909751,115420744
0,0,0,203,203,203,Moist,185909752,115420745
0,0,0,203,203,203,Moist,185909753,115420746
0,0,0,15,15,46,Moist,185909754,115420747
15,15,46,203,203,203,Wet,185909754,115420748
0,0,0,203,203,203,Moist,185909755,115420749
0,0,0,15,15,46,Moist,185909756,115420750
15,15,46,203,203,203,Wet,185909756,115420751
0,0,0,203,203,203,Moist,185909757,115420752
0,0,0,203,203,203,Moist,185909758,115420753
0,0,0,0,15,30,Moist,185909759,115420754
0,15,30,203,203,203,Wet,185909759,115420755
0,15,30,203,203,203,Wet,185909760,115420756
0,0,0,0,15,30,Moist,185909760,115420757
0,15,30,203,203,203,Wet,185909761,115420758
0,0,0,0,15,30,Moist,185909761,115420759
0,15,30,203,203,203,Wet,185909762,115420760
0,0,0,0,15,30,Moist,185909762,115420761
10,20,30,203,203,203,Wet,185909763,115420762
0,0,0,10,20,30,Moist,185909763,115420763
10,20,30,203,203,203,Wet,185909764,115420764
0,0,0,10,20,30,Moist,185909764,115420765
10,20,30,203,203,203,Wet,185909765,115420766
0,0,0,10,20,30,Moist,185909765,115420767
10,20,30,203,203,203,Wet,185909766,115420768
0,0,0,10,20,30,Moist,185909766,115420769
10,20,30,203,203,203,Wet,185909767,115420770
0,0,0,10,20,30,Moist,185909767,115420771
0,15,30,203,203,203,Wet,185909768,115420772
0,0,0,0,15,30,Moist,185909768,115420773
0,15,30,203,203,203,Wet,185909769,115420774
0,0,0,0,15,30,Moist,185909769,115420775
0,0,0,0,15,30,Moist,185909770,115420776
0,15,30,203,203,203,Wet,185909770,115420777
0,0,0,46,46,107,Moist,185909531,115420385
46,46,107,203,203,203,Wet,185909531,115420386
0,0,0,46,46,107,Moist,185909532,115420387
46,46,107,203,203,203,Wet,185909532,115420388
0,0,0,46,77,107,Moist,185909533,115420389
46,77,107,203,203,203,Wet,185909533,115420390
0,0,0,77,91,107,Moist,185909534,115420391
77,91,107,203,203,203,Wet,185909534,115420392
0,0,0,122,152,183,Moist,185909535,115420393
122,152,183,203,203,203,Wet,185909535,115420394
0,0,0,203,203,203,Moist,185909536,115420395
0,0,0,203,203,203,Moist,185909537,115420396
0,0,0,203,203,203,Moist,185909538,115420397
0,0,0,203,203,203,Moist,185909539,115420398
0,0,0,203,203,203,Moist,185909540,115420399
0,0,0,122,152,183,Moist,185909541,115420400
122,152,183,203,203,203,Wet,185909541,115420401
0,0,0,46,77,107,Moist,185909542,115420402
46,77,107,203,203,203,Wet,185909542,115420403
0,0,0,203,203,203,Wet,185909543,115420404
0,0,0,203,203,203,Wet,185909544,115420405
0,0,0,203,203,203,Wet,185909545,115420406
0,0,0,203,203,203,Wet,185909546,115420407
0,0,0,0,15,30,Moist,185909547,115420408
0,15,30,203,203,203,Wet,185909547,115420409
0,0,0,46,81,122,Moist,185909548,115420410
46,81,122,203,203,203,Wet,185909548,115420411
0,0,0,122,137,152,Moist,185909549,115420412
122,137,152,203,203,203,Wet,185909549,115420413
0,0,0,122,137,152,Moist,185909550,115420414
122,137,152,203,203,203,Wet,185909550,115420415
0,0,0,122,137,152,Moist,185909551,115420416
122,137,152,203,203,203,Wet,185909551,115420417
0,0,0,122,137,152,Moist,185909552,115420418
122,137,152,203,203,203,Wet,185909552,115420419
0,0,0,0,15,30,Moist,185909553,115420420
0,15,30,203,203,203,Wet,185909553,115420421
0,0,0,203,203,203,Wet,185909554,115420422
0,15,30,203,203,203,Wet,185909555,115420423
0,0,0,0,15,30,Moist,185909555,115420424
0,0,0,0,15,30,Moist,185909556,115420425
0,15,30,203,203,203,Wet,185909556,115420426
0,0,0,0,15,30,Moist,185909557,115420427
0,15,30,203,203,203,Wet,185909557,115420428
0,0,0,0,15,30,Moist,185909558,115420429
0,15,30,203,203,203,Wet,185909558,115420430
0,0,0,15,30,46,Moist,185909559,115420431
15,30,46,203,203,203,Wet,185909559,115420432
0,0,0,203,203,203,Moist,185909560,115420433
0,0,0,203,203,203,Moist,185909561,115420434
0,0,0,203,203,203,Moist,185909562,115420435
0,0,0,203,203,203,Moist,185909563,115420436
0,0,0,122,137,152,Moist,185909564,115420437
122,137,152,203,203,203,Wet,185909564,115420438
0,0,0,30,46,122,Moist,185909565,115420439
30,46,122,203,203,203,Wet,185909565,115420440
0,0,0,0,15,30,Moist,185909566,115420441
0,15,30,203,203,203,Wet,185909566,115420442
0,0,0,0,15,30,Moist,185909447,115420263
0,15,30,203,203,203,Wet,185909447,115420264
0,0,0,0,15,30,Moist,185909448,115420265
0,15,30,203,203,203,Wet,185909448,115420266
0,15,30,203,203,203,Wet,185909449,115420267
0,0,0,0,15,30,Moist,185909449,115420268
0,0,0,15,23,30,Moist,185909450,115420269
15,23,30,203,203,203,Wet,185909450,115420270
0,0,0,30,46,76,Moist,185909451,115420271
30,46,76,203,203,203,Wet,185909451,115420272
0,0,0,46,81,122,Moist,185909452,115420273
46,81,122,203,203,203,Wet,185909452,115420274
0,0,0,122,137,152,Moist,185909453,115420275
122,137,152,203,203,203,Wet,185909453,115420276
0,0,0,122,137,152,Moist,185909454,115420277
122,137,152,203,203,203,Wet,185909454,115420278
0,0,0,122,137,152,Moist,185909455,115420279
122,137,152,203,203,203,Wet,185909455,115420280
0,0,0,122,137,152,Moist,185909456,115420281
122,137,152,203,203,203,Wet,185909456,115420282
0,0,0,15,30,46,Moist,185909457,115420283
15,30,46,203,203,203,Wet,185909457,115420284
0,0,0,0,15,30,Moist,185909458,115420285
0,15,30,203,203,203,Wet,185909458,115420286
0,0,0,203,203,203,Wet,185909603,115420499
0,0,0,203,203,203,Wet,185909604,115420500
0,0,0,203,203,203,Wet,185909605,115420501
0,0,0,203,203,203,Wet,185909606,115420502
0,0,0,0,15,30,Moist,185909607,115420503
0,15,30,203,203,203,Wet,185909607,115420504
0,0,0,46,81,122,Moist,185909608,115420505
46,81,122,203,203,203,Wet,185909608,115420506
0,0,0,122,137,152,Moist,185909609,115420507
122,137,152,203,203,203,Wet,185909609,115420508
0,0,0,122,137,152,Moist,185909610,115420509
122,137,152,203,203,203,Wet,185909610,115420510
0,0,0,122,137,152,Moist,185909611,115420511
122,137,152,203,203,203,Wet,185909611,115420512
0,0,0,122,137,152,Moist,185909612,115420513
122,137,152,203,203,203,Wet,185909612,115420514
0,0,0,0,15,30,Moist,185909613,115420515
0,15,30,203,203,203,Wet,185909613,115420516
0,0,0,203,203,203,Wet,185909614,115420517
0,0,0,203,203,203,Moist,185909351,115420099
0,0,0,203,203,203,Moist,185909352,115420100
0,0,0,0,5,10,Dry,185909353,115420101
0,5,10,203,203,203,Moist,185909353,115420102
0,0,0,0,5,10,Dry,185909354,115420103
0,5,10,203,203,203,Moist,185909354,115420104
0,0,0,0,10,10,Dry,185909355,115420105
0,10,10,203,203,203,Moist,185909355,115420106
0,0,0,0,10,15,Dry,185909356,115420107
0,10,15,203,203,203,Moist,185909356,115420108
0,0,0,0,5,10,Dry,185909357,115420109
0,5,10,203,203,203,Moist,185909357,115420110
0,0,0,0,5,5,Dry,185909358,115420111
0,5,5,203,203,203,Moist,185909358,115420112
0,0,0,203,203,203,Moist,185909359,115420113
0,0,0,203,203,203,Moist,185909360,115420114
0,0,0,203,203,203,Moist,185909361,115420115
0,0,0,203,203,203,Moist,185909362,115420116
0,0,0,0,8,15,Moist,185909363,115420117
0,8,15,203,203,203,Wet,185909363,115420118
0,0,0,0,8,15,Moist,185909364,115420119
0,8,15,203,203,203,Wet,185909364,115420120
0,0,0,0,8,15,Moist,185909365,115420121
0,8,15,203,203,203,Wet,185909365,115420122
0,0,0,0,8,15,Moist,185909366,115420123
0,8,15,203,203,203,Wet,185909366,115420124
0,0,0,0,8,15,Dry,185909367,115420125
30,46,81,203,203,203,Wet,185909367,115420126
0,8,15,30,46,81,Moist,185909367,115420127
0,0,0,0,8,15,Dry,185909368,115420128
0,8,15,30,46,81,Moist,185909368,115420129
30,46,81,203,203,203,Wet,185909368,115420130
0,0,0,0,8,15,Dry,185909369,115420131
0,8,15,30,46,81,Moist,185909369,115420132
30,46,81,203,203,203,Wet,185909369,115420133
0,0,0,0,8,15,Dry,185909370,115420134
0,8,15,30,46,81,Moist,185909370,115420135
30,46,81,203,203,203,Wet,185909370,115420136
0,0,0,0,8,15,Dry,185909371,115420137
0,8,15,30,46,81,Moist,185909371,115420138
30,46,81,203,203,203,Wet,185909371,115420139
0,0,0,0,8,15,Moist,185909372,115420140
0,8,15,203,203,203,Wet,185909372,115420141
0,0,0,0,8,15,Moist,185909373,115420142
0,8,15,203,203,203,Wet,185909373,115420143
0,0,0,0,8,15,Moist,185909374,115420144
0,8,15,203,203,203,Wet,185909374,115420145
0,0,0,203,203,203,Moist,185909003,115419546
0,0,0,203,203,203,Moist,185909004,115419547
0,0,0,203,203,203,Moist,185909005,115419548
0,0,0,203,203,203,Moist,185909006,115419549
0,0,0,0,5,10,Dry,185909007,115419550
0,5,10,203,203,203,Moist,185909007,115419551
0,0,0,0,5,10,Dry,185909008,115419552
0,5,10,203,203,203,Moist,185909008,115419553
0,0,0,0,10,10,Dry,185909009,115419554
0,10,10,203,203,203,Moist,185909009,115419555
0,0,0,0,10,15,Dry,185909010,115419556
0,10,15,203,203,203,Moist,185909010,115419557
0,0,0,0,5,10,Dry,185909011,115419558
0,5,10,203,203,203,Moist,185909011,115419559
0,0,0,0,5,5,Dry,185909012,115419560
0,5,5,203,203,203,Moist,185909012,115419561
0,0,0,203,203,203,Moist,185909013,115419562
0,0,0,203,203,203,Moist,185909014,115419563
0,0,0,0,15,30,Moist,185908955,115419459
0,15,30,203,203,203,Wet,185908955,115419460
0,0,0,0,15,30,Moist,185908956,115419461
0,15,30,203,203,203,Wet,185908956,115419462
0,0,0,0,15,30,Moist,185908957,115419463
0,15,30,203,203,203,Wet,185908957,115419464
0,0,0,0,15,30,Moist,185908958,115419465
0,15,30,203,203,203,Wet,185908958,115419466
0,0,0,46,81,122,Moist,185908959,115419467
46,81,122,203,203,203,Wet,185908959,115419468
0,0,0,122,137,152,Moist,185908960,115419469
122,137,152,203,203,203,Wet,185908960,115419470
0,0,0,203,203,203,Moist,185908961,115419471
0,0,0,203,203,203,Moist,185908962,115419472
0,0,0,203,203,203,Moist,185908963,115419473
0,0,0,122,137,152,Moist,185908964,115419474
122,137,152,203,203,203,Wet,185908964,115419475
0,0,0,15,31,46,Moist,185908965,115419476
15,31,46,203,203,203,Wet,185908965,115419477
0,0,0,0,15,30,Moist,185908966,115419478
0,15,30,203,203,203,Wet,185908966,115419479
0,0,0,102,122,183,Moist,185908967,115419480
102,122,183,203,203,203,Wet,185908967,115419481
0,0,0,102,122,183,Moist,185908968,115419482
102,122,183,203,203,203,Wet,185908968,115419483
0,0,0,102,122,183,Moist,185908969,115419484
102,122,183,203,203,203,Wet,185908969,115419485
0,0,0,122,152,203,Moist,185908970,115419486
122,152,203,203,203,203,Wet,185908970,115419487
0,0,0,203,203,203,Moist,185908971,115419488
0,0,0,203,203,203,Moist,185908972,115419489
0,0,0,203,203,203,Moist,185908973,115419490
0,0,0,203,203,203,Moist,185908974,115419491
0,0,0,203,203,203,Moist,185908975,115419492
0,0,0,203,203,203,Moist,185908976,115419493
0,0,0,122,152,203,Moist,185908977,115419494
122,152,203,203,203,203,Wet,185908977,115419495
0,0,0,102,122,183,Moist,185908978,115419496
102,122,183,203,203,203,Wet,185908978,115419497
0,0,0,0,15,30,Moist,185908979,115419498
0,15,30,203,203,203,Wet,185908979,115419499
0,0,0,0,15,30,Moist,185908980,115419500
0,15,30,203,203,203,Wet,185908980,115419501
0,0,0,0,15,30,Moist,185908981,115419502
0,15,30,203,203,203,Wet,185908981,115419503
0,0,0,15,23,30,Moist,185908982,115419504
15,23,30,203,203,203,Wet,185908982,115419505
0,0,0,30,46,76,Moist,185908983,115419506
30,46,76,203,203,203,Wet,185908983,115419507
0,0,0,46,81,122,Moist,185908984,115419508
46,81,122,203,203,203,Wet,185908984,115419509
0,0,0,122,137,152,Moist,185908985,115419510
122,137,152,203,203,203,Wet,185908985,115419511
0,0,0,122,137,152,Moist,185908986,115419512
122,137,152,203,203,203,Wet,185908986,115419513
0,0,0,122,137,152,Moist,185908987,115419514
122,137,152,203,203,203,Wet,185908987,115419515
0,0,0,122,137,152,Moist,185908988,115419516
122,137,152,203,203,203,Wet,185908988,115419517
0,0,0,15,30,46,Moist,185908989,115419518
15,30,46,203,203,203,Wet,185908989,115419519
0,0,0,0,15,30,Moist,185908990,115419520
0,15,30,203,203,203,Wet,185908990,115419521
0,0,0,0,15,30,Moist,185909219,115419892
0,15,30,203,203,203,Wet,185909219,115419893
0,0,0,0,15,30,Moist,185909220,115419894
0,15,30,203,203,203,Wet,185909220,115419895
0,0,0,0,15,30,Moist,185909221,115419896
0,15,30,203,203,203,Wet,185909221,115419897
0,0,0,0,15,30,Moist,185909222,115419898
0,15,30,203,203,203,Wet,185909222,115419899
0,0,0,46,81,122,Moist,185909223,115419900
46,81,122,203,203,203,Wet,185909223,115419901
0,0,0,122,137,152,Moist,185909224,115419902
122,137,152,203,203,203,Wet,185909224,115419903
0,0,0,203,203,203,Moist,185909225,115419904
0,0,0,203,203,203,Moist,185909226,115419905
0,0,0,203,203,203,Moist,185909227,115419906
0,0,0,122,137,152,Moist,185909228,115419907
122,137,152,203,203,203,Wet,185909228,115419908
0,0,0,15,31,46,Moist,185909229,115419909
15,31,46,203,203,203,Wet,185909229,115419910
0,0,0,0,15,30,Moist,185909230,115419911
0,15,30,203,203,203,Wet,185909230,115419912
0,0,0,0,15,30,Moist,185909231,115419913
0,15,30,203,203,203,Wet,185909231,115419914
0,0,0,0,15,30,Moist,185909232,115419915
0,15,30,203,203,203,Wet,185909232,115419916
0,0,0,0,15,30,Moist,185909233,115419917
0,15,30,203,203,203,Wet,185909233,115419918
0,0,0,0,15,30,Moist,185909234,115419919
0,15,30,203,203,203,Wet,185909234,115419920
0,0,0,0,15,30,Moist,185909235,115419921
0,15,30,203,203,203,Wet,185909235,115419922
0,0,0,0,15,30,Moist,185909242,115419923
0,15,30,203,203,203,Wet,185909242,115419924
0,0,0,91,122,152,Moist,185909243,115419925
91,122,152,203,203,203,Wet,185909243,115419926
0,0,0,61,76,122,Moist,185909244,115419927
61,76,122,203,203,203,Wet,185909244,115419928
0,0,0,46,69,91,Moist,185909245,115419929
46,69,91,203,203,203,Wet,185909245,115419930
0,0,0,46,61,91,Moist,185909246,115419931
46,61,91,203,203,203,Wet,185909246,115419932
0,0,0,46,61,91,Moist,185909247,115419933
46,61,91,203,203,203,Wet,185909247,115419934
0,0,0,46,61,107,Moist,185909248,115419935
46,61,107,203,203,203,Wet,185909248,115419936
0,0,0,61,76,122,Moist,185909249,115419937
61,76,122,203,203,203,Wet,185909249,115419938
0,0,0,91,122,152,Moist,185909250,115419939
91,122,152,203,203,203,Wet,185909250,115419940
0,0,0,203,203,203,Moist,185909251,115419941
0,0,0,203,203,203,Moist,185909252,115419942
0,0,0,203,203,203,Moist,185909253,115419943
0,0,0,203,203,203,Moist,185909254,115419944
0,0,0,46,61,91,Moist,185909495,115420326
46,61,91,203,203,203,Wet,185909495,115420327
0,0,0,46,61,91,Moist,185909496,115420328
46,61,91,203,203,203,Wet,185909496,115420329
0,0,0,46,61,107,Moist,185909497,115420330
46,61,107,203,203,203,Wet,185909497,115420331
0,0,0,61,76,122,Moist,185909498,115420332
61,76,122,203,203,203,Wet,185909498,115420333
0,0,0,91,122,152,Moist,185909499,115420334
91,122,152,203,203,203,Wet,185909499,115420335
0,0,0,203,203,203,Moist,185909500,115420336
0,0,0,203,203,203,Moist,185909501,115420337
0,0,0,203,203,203,Moist,185909502,115420338
