soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,203,203,203,Moist,185909503,115420339
0,0,0,91,122,152,Moist,185909504,115420340
91,122,152,203,203,203,Wet,185909504,115420341
0,0,0,61,76,122,Moist,185909505,115420342
61,76,122,203,203,203,Wet,185909505,115420343
0,0,0,46,69,91,Moist,185909506,115420344
46,69,91,203,203,203,Wet,185909506,115420345
0,0,0,203,203,203,Wet,185909507,115420346
0,0,0,203,203,203,Wet,185909508,115420347
0,0,0,203,203,203,Wet,185909509,115420348
0,0,0,203,203,203,Wet,185909510,115420349
0,0,0,0,15,30,Moist,185909511,115420350
0,15,30,203,203,203,Wet,185909511,115420351
0,0,0,46,81,122,Moist,185909512,115420352
46,81,122,203,203,203,Wet,185909512,115420353
0,0,0,122,137,152,Moist,185909513,115420354
122,137,152,203,203,203,Wet,185909513,115420355
0,0,0,122,137,152,Moist,185909514,115420356
122,137,152,203,203,203,Wet,185909514,115420357
0,0,0,122,137,152,Moist,185909515,115420358
122,137,152,203,203,203,Wet,185909515,115420359
0,0,0,122,137,152,Moist,185909516,115420360
122,137,152,203,203,203,Wet,185909516,115420361
0,0,0,0,15,30,Moist,185909517,115420362
0,15,30,203,203,203,Wet,185909517,115420363
0,0,0,203,203,203,Wet,185909518,115420364
0,0,0,0,15,30,Moist,185909771,115420778
0,15,30,203,203,203,Wet,185909771,115420779
0,0,0,0,15,30,Moist,185909772,115420780
0,15,30,203,203,203,Wet,185909772,115420781
0,0,0,0,15,30,Moist,185909773,115420782
0,15,30,203,203,203,Wet,185909773,115420783
0,0,0,0,15,30,Moist,185909774,115420784
0,15,30,203,203,203,Wet,185909774,115420785
0,0,0,46,81,122,Moist,185909775,115420786
46,81,122,203,203,203,Wet,185909775,115420787
0,0,0,122,137,152,Moist,185909776,115420788
122,137,152,203,203,203,Wet,185909776,115420789
0,0,0,203,203,203,Moist,185909777,115420790
0,0,0,203,203,203,Moist,185909778,115420791
0,0,0,203,203,203,Moist,185909779,115420792
0,0,0,122,137,152,Moist,185909780,115420793
122,137,152,203,203,203,Wet,185909780,115420794
0,0,0,30,46,76,Moist,185909781,115420795
30,46,76,203,203,203,Wet,185909781,115420796
0,0,0,0,15,30,Moist,185909782,115420797
0,15,30,203,203,203,Wet,185909782,115420798
0,0,0,0,15,30,Moist,185909783,115420799
0,15,30,203,203,203,Wet,185909783,115420800
0,0,0,0,15,30,Moist,185909784,115420801
0,15,30,203,203,203,Wet,185909784,115420802
0,0,0,0,15,30,Moist,185909785,115420803
0,15,30,203,203,203,Wet,185909785,115420804
0,0,0,0,15,30,Moist,185909786,115420805
0,15,30,203,203,203,Wet,185909786,115420806
0,0,0,15,30,46,Moist,185909787,115420807
15,30,46,203,203,203,Wet,185909787,115420808
0,0,0,203,203,203,Moist,185909788,115420809
0,0,0,203,203,203,Moist,185909789,115420810
0,0,0,203,203,203,Moist,185909790,115420811
0,0,0,203,203,203,Moist,185909791,115420812
0,0,0,122,137,152,Moist,185909792,115420813
122,137,152,203,203,203,Wet,185909792,115420814
0,0,0,30,46,122,Moist,185909793,115420815
30,46,122,203,203,203,Wet,185909793,115420816
0,0,0,0,15,30,Moist,185909794,115420817
0,15,30,203,203,203,Wet,185909794,115420818
0,0,0,0,0,30,Moist,185909207,115419870
0,0,30,203,203,203,Wet,185909207,115419871
0,0,0,0,0,30,Moist,185909208,115419872
0,0,30,203,203,203,Wet,185909208,115419873
0,0,0,0,15,30,Moist,185909209,115419874
0,15,30,203,203,203,Wet,185909209,115419875
0,0,0,0,15,30,Moist,185909210,115419876
0,15,30,203,203,203,Wet,185909210,115419877
0,0,0,15,23,30,Moist,185909211,115419878
15,23,30,203,203,203,Wet,185909211,115419879
0,0,0,46,81,122,Moist,185909212,115419880
46,81,122,203,203,203,Wet,185909212,115419881
0,0,0,122,137,152,Moist,185909213,115419882
122,137,152,203,203,203,Wet,185909213,115419883
0,0,0,203,203,203,Moist,185909214,115419884
0,0,0,203,203,203,Moist,185909215,115419885
0,0,0,122,137,152,Moist,185909216,115419886
122,137,152,203,203,203,Wet,185909216,115419887
0,0,0,30,46,76,Moist,185909217,115419888
30,46,76,203,203,203,Wet,185909217,115419889
0,0,0,0,15,30,Moist,185909218,115419890
0,15,30,203,203,203,Wet,185909218,115419891
0,0,0,0,0,30,Moist,185909519,115420365
0,0,30,203,203,203,Wet,185909519,115420366
0,0,0,0,0,30,Moist,185909520,115420367
0,0,30,203,203,203,Wet,185909520,115420368
0,0,0,15,30,46,Moist,185909521,115420369
15,30,46,203,203,203,Wet,185909521,115420370
0,0,0,46,81,122,Moist,185909522,115420371
46,81,122,203,203,203,Wet,185909522,115420372
0,0,0,122,137,152,Moist,185909523,115420373
122,137,152,203,203,203,Wet,185909523,115420374
0,0,0,203,203,203,Moist,185909524,115420375
0,0,0,203,203,203,Moist,185909525,115420376
0,0,0,203,203,203,Moist,185909526,115420377
0,0,0,203,203,203,Moist,185909527,115420378
0,0,0,122,137,152,Moist,185909528,115420379
122,137,152,203,203,203,Wet,185909528,115420380
0,0,0,46,81,122,Moist,185909529,115420381
46,81,122,203,203,203,Wet,185909529,115420382
0,0,0,0,0,30,Moist,185909530,115420383
0,0,30,203,203,203,Wet,185909530,115420384
0,0,0,0,8,15,Moist,185908859,115419304
0,8,15,203,203,203,Wet,185908859,115419305
0,0,0,0,8,15,Moist,185908860,115419306
0,8,15,203,203,203,Wet,185908860,115419307
0,0,0,0,8,15,Moist,185908861,115419308
0,8,15,203,203,203,Wet,185908861,115419309
0,0,0,0,8,15,Moist,185908862,115419310
0,8,15,203,203,203,Wet,185908862,115419311
0,0,0,0,8,15,Moist,185908863,115419312
0,8,15,203,203,203,Wet,185908863,115419313
0,0,0,0,8,15,Moist,185908864,115419314
0,8,15,203,203,203,Wet,185908864,115419315
0,0,0,0,8,15,Moist,185908865,115419316
0,8,15,203,203,203,Wet,185908865,115419317
0,0,0,0,8,15,Moist,185908866,115419318
0,8,15,203,203,203,Wet,185908866,115419319
0,0,0,0,8,15,Moist,185908867,115419320
0,8,15,203,203,203,Wet,185908867,115419321
0,0,0,0,8,15,Moist,185908868,115419322
0,8,15,203,203,203,Wet,185908868,115419323
0,0,0,0,8,15,Moist,185908869,115419324
0,8,15,203,203,203,Wet,185908869,115419325
0,0,0,0,8,15,Moist,185908870,115419326
0,8,15,203,203,203,Wet,185908870,115419327
0,0,0,0,15,30,Moist,185909375,115420146
0,15,30,203,203,203,Wet,185909375,115420147
0,0,0,0,15,30,Moist,185909376,115420148
0,15,30,203,203,203,Wet,185909376,115420149
0,0,0,0,15,30,Moist,185909377,115420150
0,15,30,203,203,203,Wet,185909377,115420151
0,15,30,203,203,203,Wet,185909378,115420152
0,0,0,0,15,30,Moist,185909378,115420153
0,0,0,46,61,91,Moist,185909379,115420154
46,61,91,203,203,203,Wet,185909379,115420155
0,0,0,61,91,122,Moist,185909380,115420156
61,91,122,203,203,203,Wet,185909380,115420157
0,0,0,203,203,203,Moist,185909381,115420158
0,0,0,203,203,203,Moist,185909382,115420159
0,0,0,203,203,203,Moist,185909383,115420160
0,0,0,122,137,152,Moist,185909384,115420161
122,137,152,203,203,203,Wet,185909384,115420162
0,0,0,15,31,46,Moist,185909385,115420163
15,31,46,203,203,203,Wet,185909385,115420164
0,0,0,0,15,30,Moist,185909386,115420165
0,15,30,203,203,203,Wet,185909386,115420166
0,5,15,203,203,203,Wet,185909387,115420167
0,0,0,0,5,15,Moist,185909387,115420168
0,5,15,203,203,203,Wet,185909388,115420169
0,0,0,0,5,15,Moist,185909388,115420170
0,5,15,203,203,203,Wet,185909389,115420171
0,0,0,0,5,15,Moist,185909389,115420172
0,10,20,203,203,203,Wet,185909390,115420173
0,0,0,203,203,203,Moist,185909390,115420174
0,0,0,0,10,20,Moist,185909391,115420175
0,10,20,203,203,203,Wet,185909391,115420176
0,0,0,0,10,20,Moist,185909392,115420177
0,10,20,203,203,203,Wet,185909392,115420178
0,0,0,0,10,20,Moist,185909393,115420179
0,10,20,203,203,203,Wet,185909393,115420180
0,0,0,0,10,20,Moist,185909394,115420181
0,10,20,203,203,203,Wet,185909394,115420182
0,0,0,0,5,15,Moist,185909395,115420183
0,5,15,203,203,203,Wet,185909395,115420184
0,0,0,0,5,15,Moist,185909396,115420185
0,5,15,203,203,203,Wet,185909396,115420186
0,0,0,0,5,15,Moist,185909397,115420187
0,5,15,203,203,203,Wet,185909397,115420188
0,5,15,203,203,203,Wet,185909398,115420189
0,0,0,0,5,15,Moist,185909398,115420190
0,0,0,61,75,92,Moist,185909399,115420191
61,75,92,203,203,203,Wet,185909399,115420192
0,0,0,61,75,92,Moist,185909400,115420193
61,75,92,203,203,203,Wet,185909400,115420194
0,0,0,61,75,92,Moist,185909401,115420195
61,75,92,203,203,203,Wet,185909401,115420196
0,0,0,61,75,92,Moist,185909402,115420197
61,75,92,203,203,203,Wet,185909402,115420198
0,0,0,61,91,122,Moist,185909403,115420199
61,91,122,203,203,203,Wet,185909403,115420200
0,0,0,122,137,152,Moist,185909404,115420201
122,137,152,203,203,203,Wet,185909404,115420202
0,0,0,203,203,203,Moist,185909405,115420203
0,0,0,203,203,203,Moist,185909406,115420204
0,0,0,203,203,203,Moist,185909407,115420205
0,0,0,122,137,152,Moist,185909408,115420206
122,137,152,203,203,203,Wet,185909408,115420207
0,0,0,61,75,92,Moist,185909409,115420208
61,75,92,203,203,203,Wet,185909409,115420209
0,0,0,61,75,92,Moist,185909410,115420210
61,75,92,203,203,203,Wet,185909410,115420211
30,40,45,203,203,203,Wet,185909699,115420648
0,0,0,203,203,203,Moist,185909699,115420649
30,40,46,203,203,203,Wet,185909700,115420650
0,0,0,203,203,203,Moist,185909700,115420651
0,0,0,15,15,46,Moist,185909701,115420652
30,40,46,203,203,203,Wet,185909701,115420653
40,60,76,203,203,203,Wet,185909702,115420654
0,0,0,203,203,203,Moist,185909702,115420655
40,60,76,203,203,203,Wet,185909703,115420656
0,0,0,203,203,203,Moist,185909703,115420657
0,0,0,203,203,203,Moist,185909704,115420658
40,60,76,203,203,203,Wet,185909704,115420659
0,0,0,203,203,203,Moist,185909705,115420660
40,60,76,203,203,203,Wet,185909705,115420661
0,0,0,203,203,203,Moist,185909706,115420662
40,60,76,203,203,203,Wet,185909706,115420663
0,0,0,203,203,203,Moist,185909707,115420664
30,40,45,203,203,203,Wet,185909707,115420665
0,0,0,203,203,203,Moist,185909708,115420666
30,40,45,203,203,203,Wet,185909708,115420667
30,40,45,203,203,203,Wet,185909709,115420668
0,0,0,203,203,203,Moist,185909709,115420669
0,0,0,203,203,203,Moist,185909710,115420670
30,40,46,203,203,203,Wet,185909710,115420671
0,0,0,30,40,46,Moist,185909711,115420672
30,40,46,203,203,203,Wet,185909711,115420673
0,0,0,30,40,46,Moist,185909712,115420674
30,40,46,203,203,203,Wet,185909712,115420675
0,0,0,30,40,46,Moist,185909713,115420676
30,40,45,203,203,203,Wet,185909713,115420677
0,0,0,40,60,76,Moist,185909714,115420678
40,60,76,203,203,203,Wet,185909714,115420679
0,0,0,40,60,76,Moist,185909715,115420680
40,60,76,203,203,203,Wet,185909715,115420681
0,0,0,40,60,76,Moist,185909716,115420682
0,0,0,203,203,203,Moist,185909717,115420683
0,0,0,203,203,203,Moist,185909718,115420684
0,0,0,203,203,203,Moist,185909719,115420685
0,0,0,30,40,45,Moist,185909720,115420686
30,40,45,203,203,203,Wet,185909720,115420687
0,0,0,30,40,45,Moist,185909721,115420688
30,40,45,203,203,203,Wet,185909721,115420689
0,0,0,30,40,45,Moist,185909722,115420690
30,40,45,203,203,203,Wet,185909722,115420691
0,0,0,46,61,91,Moist,185909795,115420819
46,61,91,203,203,203,Wet,185909795,115420820
0,0,0,46,61,91,Moist,185909796,115420821
46,61,91,203,203,203,Wet,185909796,115420822
0,0,0,46,61,107,Moist,185909797,115420823
46,61,107,203,203,203,Wet,185909797,115420824
0,0,0,61,76,122,Moist,185909798,115420825
61,76,122,203,203,203,Wet,185909798,115420826
0,0,0,91,122,152,Moist,185909799,115420827
91,122,152,203,203,203,Wet,185909799,115420828
0,0,0,203,203,203,Moist,185909800,115420829
0,0,0,203,203,203,Moist,185909801,115420830
0,0,0,203,203,203,Moist,185909802,115420831
0,0,0,203,203,203,Moist,185909803,115420832
0,0,0,91,122,152,Moist,185909804,115420833
91,122,152,203,203,203,Wet,185909804,115420834
0,0,0,61,76,122,Moist,185909805,115420835
61,76,122,203,203,203,Wet,185909805,115420836
0,0,0,46,69,91,Moist,185909806,115420837
46,69,91,203,203,203,Wet,185909806,115420838
0,0,0,0,15,30,Moist,185909810,115420839
0,15,30,203,203,203,Wet,185909810,115420840
0,0,0,0,15,30,Moist,185909811,115420841
0,15,30,203,203,203,Wet,185909811,115420842
0,0,0,0,15,30,Moist,185909812,115420843
0,15,30,203,203,203,Wet,185909812,115420844
0,0,0,0,15,30,Moist,185909813,115420845
0,15,30,203,203,203,Wet,185909813,115420846
0,0,0,0,15,30,Moist,185909814,115420847
0,15,30,203,203,203,Wet,185909814,115420848
0,0,0,0,15,30,Moist,185909815,115420849
0,15,30,203,203,203,Wet,185909815,115420850
0,0,0,0,15,30,Moist,185909819,115420851
0,15,30,203,203,203,Wet,185909819,115420852
0,0,0,0,15,30,Moist,185909820,115420853
0,15,30,203,203,203,Wet,185909820,115420854
0,0,0,0,15,30,Moist,185909821,115420855
0,15,30,203,203,203,Wet,185909821,115420856
0,0,0,0,15,30,Moist,185909822,115420857
0,15,30,203,203,203,Wet,185909822,115420858
0,0,0,15,30,46,Moist,185909823,115420859
15,30,46,203,203,203,Wet,185909823,115420860
0,0,0,203,203,203,Moist,185909824,115420861
0,0,0,203,203,203,Moist,185909825,115420862
0,0,0,203,203,203,Moist,185909826,115420863
0,0,0,203,203,203,Moist,185909827,115420864
0,0,0,122,137,152,Moist,185909828,115420865
122,137,152,203,203,203,Wet,185909828,115420866
0,0,0,30,46,122,Moist,185909829,115420867
30,46,122,203,203,203,Wet,185909829,115420868
0,0,0,0,15,30,Moist,185909830,115420869
0,15,30,203,203,203,Wet,185909830,115420870
0,0,0,0,15,30,,185909831,115420871
0,15,30,203,203,203,Wet,185909831,115420872
0,0,0,0,15,30,,185909833,115420873
0,15,30,203,203,203,Wet,185909833,115420874
0,0,0,0,15,30,,185909836,115420875
0,15,30,203,203,203,Wet,185909836,115420876
0,0,0,0,15,30,,185909838,115420877
0,15,30,203,203,203,Wet,185909838,115420878
0,0,0,0,15,30,,185909839,115420879
0,15,30,203,203,203,Wet,185909839,115420880
0,0,0,0,15,30,,185909840,115420881
0,15,30,203,203,203,Wet,185909840,115420882
0,0,30,203,203,203,Wet,185909255,115419945
0,0,0,0,0,30,Moist,185909255,115419946
0,0,0,0,0,30,Moist,185909256,115419947
0,0,30,203,203,203,Wet,185909256,115419948
0,0,0,0,15,30,Moist,185909257,115419949
0,15,30,203,203,203,Wet,185909257,115419950
0,0,0,0,15,30,Moist,185909258,115419951
0,15,30,203,203,203,Wet,185909258,115419952
0,0,0,30,46,76,Moist,185909259,115419953
30,46,76,203,203,203,Wet,185909259,115419954
0,0,0,46,81,122,Moist,185909260,115419955
46,81,122,203,203,203,Wet,185909260,115419956
0,0,0,122,137,152,Moist,185909261,115419957
122,137,152,203,203,203,Wet,185909261,115419958
0,0,0,203,203,203,Moist,185909262,115419959
0,0,0,203,203,203,Moist,185909263,115419960
0,0,0,122,137,152,Moist,185909264,115419961
122,137,152,203,203,203,Wet,185909264,115419962
0,0,0,30,46,76,Moist,185909265,115419963
30,46,76,203,203,203,Wet,185909265,115419964
0,0,0,0,15,30,Moist,185909266,115419965
0,15,30,203,203,203,Wet,185909266,115419966
0,0,0,0,0,30,Moist,185909267,115419967
0,0,30,203,203,203,Wet,185909267,115419968
0,0,0,0,0,30,Moist,185909268,115419969
0,0,30,203,203,203,Wet,185909268,115419970
0,0,0,15,30,46,Moist,185909269,115419971
15,30,46,203,203,203,Wet,185909269,115419972
0,0,0,46,81,122,Moist,185909270,115419973
46,81,122,203,203,203,Wet,185909270,115419974
0,0,0,122,137,152,Moist,185909271,115419975
122,137,152,203,203,203,Wet,185909271,115419976
0,0,0,203,203,203,Moist,185909272,115419977
0,0,0,203,203,203,Moist,185909273,115419978
0,0,0,203,203,203,Moist,185909274,115419979
0,0,0,203,203,203,Moist,185909275,115419980
0,0,0,122,137,152,Moist,185909276,115419981
122,137,152,203,203,203,Wet,185909276,115419982
0,0,0,46,81,122,Moist,185909277,115419983
46,81,122,203,203,203,Wet,185909277,115419984
0,0,0,0,0,30,Moist,185909278,115419985
0,0,30,203,203,203,Wet,185909278,115419986
0,0,0,152,183,203,Moist,185909123,115419739
152,183,183,203,203,203,Wet,185909123,115419740
0,0,0,203,203,203,Moist,185909124,115419741
0,0,0,122,153,183,Moist,185909125,115419742
122,153,183,203,203,203,Wet,185909125,115419743
0,0,0,122,153,183,Moist,185909126,115419744
122,153,183,203,203,203,Wet,185909126,115419745
0,0,0,122,153,183,Moist,185909127,115419746
122,153,183,203,203,203,Wet,185909127,115419747
0,0,0,203,203,203,Moist,185909128,115419748
0,0,0,203,203,203,Moist,185909129,115419749
0,0,0,122,153,183,Moist,185909130,115419750
122,153,183,203,203,203,Wet,185909130,115419751
0,0,0,203,203,203,Moist,185909131,115419752
0,0,0,122,153,183,Moist,185909132,115419753
122,153,183,203,203,203,Wet,185909132,115419754
0,0,0,152,183,203,Moist,185909133,115419755
152,183,183,203,203,203,Wet,185909133,115419756
0,0,0,203,203,203,Moist,185909134,115419757
0,0,0,0,15,30,Moist,185909135,115419758
0,15,30,203,203,203,Wet,185909135,115419759
0,0,0,0,15,30,Moist,185909136,115419760
0,15,30,203,203,203,Wet,185909136,115419761
0,0,0,0,15,30,Moist,185909137,115419762
0,15,30,203,203,203,Wet,185909137,115419763
0,0,0,15,23,30,Moist,185909138,115419764
15,23,30,203,203,203,Wet,185909138,115419765
0,0,0,30,46,76,Moist,185909139,115419766
30,46,76,203,203,203,Wet,185909139,115419767
0,0,0,46,81,122,Moist,185909140,115419768
46,81,122,203,203,203,Wet,185909140,115419769
0,0,0,122,137,152,Moist,185909141,115419770
122,137,152,203,203,203,Wet,185909141,115419771
0,0,0,122,137,152,Moist,185909142,115419772
122,137,152,203,203,203,Wet,185909142,115419773
0,0,0,122,137,152,Moist,185909143,115419774
122,137,152,203,203,203,Wet,185909143,115419775
0,0,0,122,137,152,Moist,185909144,115419776
122,137,152,203,203,203,Wet,185909144,115419777
0,0,0,15,30,46,Moist,185909145,115419778
15,30,46,203,203,203,Wet,185909145,115419779
0,15,30,203,203,203,Wet,185909146,115419780
0,0,0,0,15,30,Moist,185909146,115419781
0,0,0,0,15,30,Moist,185909147,115419782
0,15,30,203,203,203,Wet,185909147,115419783
0,0,0,0,15,30,Moist,185909148,115419784
0,15,30,203,203,203,Wet,185909148,115419785
0,0,0,0,15,30,Moist,185909149,115419786
0,15,30,203,203,203,Wet,185909149,115419787
0,0,0,0,15,30,Moist,185909150,115419788
0,15,30,203,203,203,Wet,185909150,115419789
0,0,0,15,30,46,Moist,185909151,115419790
15,30,46,203,203,203,Wet,185909151,115419791
0,0,0,203,203,203,Moist,185909152,115419792
0,0,0,203,203,203,Moist,185909153,115419793
0,0,0,203,203,203,Moist,185909154,115419794
0,0,0,203,203,203,Moist,185909155,115419795
0,0,0,122,137,152,Moist,185909156,115419796
122,137,152,203,203,203,Wet,185909156,115419797
0,0,0,30,46,122,Moist,185909157,115419798
30,46,122,203,203,203,Wet,185909157,115419799
0,0,0,0,15,30,Moist,185909158,115419800
0,15,30,203,203,203,Wet,185909158,115419801
0,0,0,0,15,30,Moist,185909471,115420287
0,15,30,203,203,203,Wet,185909471,115420288
0,0,0,0,15,30,Moist,185909472,115420289
0,15,30,203,203,203,Wet,185909472,115420290
0,0,0,0,15,30,Moist,185909473,115420291
0,15,30,203,203,203,Wet,185909473,115420292
0,0,0,0,15,30,Moist,185909474,115420293
0,15,30,203,203,203,Wet,185909474,115420294
0,0,0,15,30,46,Moist,185909475,115420295
15,30,46,203,203,203,Wet,185909475,115420296
0,0,0,203,203,203,Moist,185909476,115420297
0,0,0,203,203,203,Moist,185909477,115420298
0,0,0,203,203,203,Moist,185909478,115420299
0,0,0,203,203,203,Moist,185909479,115420300
0,0,0,122,137,152,Moist,185909480,115420301
122,137,152,203,203,203,Wet,185909480,115420302
0,0,0,30,46,122,Moist,185909481,115420303
30,46,122,203,203,203,Wet,185909481,115420304
0,0,0,0,15,30,Moist,185909482,115420305
0,15,30,203,203,203,Wet,185909482,115420306
0,0,0,152,183,203,Moist,185909483,115420307
152,183,183,203,203,203,Wet,185909483,115420308
0,0,0,203,203,203,Moist,185909484,115420309
0,0,0,122,153,183,Moist,185909485,115420310
122,153,183,203,203,203,Wet,185909485,115420311
0,0,0,122,153,183,Moist,185909486,115420312
122,153,183,203,203,203,Wet,185909486,115420313
0,0,0,122,153,183,Moist,185909487,115420314
122,153,183,203,203,203,Wet,185909487,115420315
0,0,0,203,203,203,Moist,185909488,115420316
0,0,0,203,203,203,Moist,185909489,115420317
0,0,0,122,153,183,Moist,185909490,115420318
122,153,183,203,203,203,Wet,185909490,115420319
0,0,0,203,203,203,Moist,185909491,115420320
0,0,0,122,153,183,Moist,185909492,115420321
122,153,183,203,203,203,Wet,185909492,115420322
0,0,0,152,183,203,Moist,185909493,115420323
152,183,183,203,203,203,Wet,185909493,115420324
0,0,0,203,203,203,Moist,185909494,115420325
0,0,0,0,15,30,Moist,185909843,115420883
0,15,30,203,203,203,Wet,185909843,115420884
0,0,0,0,15,30,Moist,185909844,115420885
0,15,30,203,203,203,Wet,185909844,115420886
0,0,0,0,15,30,Moist,185909845,115420887
0,15,30,203,203,203,Wet,185909845,115420888
0,0,0,0,15,30,Moist,185909846,115420889
0,15,30,203,203,203,Wet,185909846,115420890
0,0,0,46,81,122,Moist,185909847,115420891
46,81,122,203,203,203,Wet,185909847,115420892
0,0,0,122,137,152,Moist,185909848,115420893
122,137,152,203,203,203,Wet,185909848,115420894
0,0,0,203,203,203,Moist,185909849,115420895
0,0,0,203,203,203,Moist,185909850,115420896
0,0,0,203,203,203,Moist,185909851,115420897
0,0,0,122,137,152,Moist,185909852,115420898
122,137,152,203,203,203,Wet,185909852,115420899
0,0,0,15,31,46,Moist,185909853,115420900
15,31,46,203,203,203,Wet,185909853,115420901
0,0,0,0,15,30,Moist,185909854,115420902
0,15,30,203,203,203,Wet,185909854,115420903
0,0,0,0,15,30,Moist,185909855,115420904
0,15,30,203,203,203,Wet,185909855,115420905
0,0,0,0,15,30,Moist,185909856,115420906
0,15,30,203,203,203,Wet,185909856,115420907
0,0,0,0,15,30,Moist,185909857,115420908
0,15,30,203,203,203,Wet,185909857,115420909
0,0,0,46,81,122,Moist,185909858,115420910
46,81,122,203,203,203,Wet,185909858,115420911
0,0,0,122,137,152,Moist,185909859,115420912
122,137,152,203,203,203,Wet,185909859,115420913
0,0,0,203,203,203,Moist,185909860,115420914
0,0,0,203,203,203,Moist,185909861,115420915
0,0,0,203,203,203,Moist,185909862,115420916
0,0,0,203,203,203,Moist,185909863,115420917
0,0,0,122,137,152,Moist,185909864,115420918
122,137,152,203,203,203,Wet,185909864,115420919
0,0,0,46,81,122,Moist,185909865,115420920
46,81,122,203,203,203,Wet,185909865,115420921
0,0,0,0,15,30,Moist,185909866,115420922
0,15,30,203,203,203,Wet,185909866,115420923
0,0,0,203,203,203,Wet,185909579,115420467
0,0,0,203,203,203,Wet,185909580,115420468
0,0,0,203,203,203,Wet,185909581,115420469
0,0,0,203,203,203,Wet,185909582,115420470
0,0,0,203,203,203,Wet,185909583,115420471
0,0,0,203,203,203,Wet,185909584,115420472
0,0,0,203,203,203,Wet,185909585,115420473
0,0,0,203,203,203,Wet,185909586,115420474
0,0,0,203,203,203,Wet,185909587,115420475
0,0,0,203,203,203,Wet,185909588,115420476
0,0,0,203,203,203,Wet,185909589,115420477
0,0,0,203,203,203,Wet,185909590,115420478
0,0,0,61,61,122,Moist,185909591,115420479
61,61,122,203,203,203,Wet,185909591,115420480
0,0,0,61,61,122,Moist,185909592,115420481
61,61,122,203,203,203,Wet,185909592,115420482
0,0,0,61,92,122,Moist,185909593,115420483
61,92,122,203,203,203,Wet,185909593,115420484
0,0,0,76,91,137,Moist,185909594,115420485
76,91,137,203,203,203,Wet,185909594,115420486
0,0,0,91,122,152,Moist,185909595,115420487
91,122,152,203,203,203,Wet,185909595,115420488
0,0,0,203,203,203,Moist,185909596,115420489
0,0,0,203,203,203,Moist,185909597,115420490
0,0,0,203,203,203,Moist,185909598,115420491
0,0,0,203,203,203,Moist,185909599,115420492
0,0,0,91,122,152,Moist,185909600,115420493
91,122,152,203,203,203,Wet,185909600,115420494
0,0,0,76,91,137,Moist,185909601,115420495
76,91,137,203,203,203,Wet,185909601,115420496
0,0,0,61,92,122,Moist,185909602,115420497
61,92,122,203,203,203,Wet,185909602,115420498
