areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,NC019,"Brunswick County, North Carolina",571513,"Raleigh, NC",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,24000,NA,NA,NA,NA,10981
