fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
1,2,8,Mixed rock fragments,2,4,5,Nonflat,Subangular,Very strongly cemented,52474913,90195107
1,1,3,Mixed rock fragments,5,40,75,Nonflat,Subangular,Very strongly cemented,52474913,90195108
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Very strongly cemented,52474914,90195109
1,2,8,Mixed rock fragments,2,4,5,Nonflat,Subangular,Very strongly cemented,52474914,90195110
1,1,3,Mixed rock fragments,5,40,75,Nonflat,Subangular,Very strongly cemented,52474914,90195111
0,1,3,Mixed rock fragments,75,162,250,Nonflat,Subangular,Very strongly cemented,52474914,90195112
0,3,10,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474915,90195113
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Strongly cemented,52474915,90195114
0,1,2,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474915,90195115
0,4,10,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474915,90195116
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474916,90195117
0,1,3,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474916,90195118
0,1,4,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474916,90195119
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474917,90195120
0,3,14,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474917,90195121
0,3,11,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474917,90195122
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Very strongly cemented,52474917,90195123
0,1,3,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474918,90195124
0,5,11,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474918,90195125
0,4,11,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474918,90195126
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Strongly cemented,52474918,90195127
1,2,10,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474919,90195128
1,2,10,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474919,90195129
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474919,90195130
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Very strongly cemented,52474919,90195131
0,3,10,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474920,90195132
0,3,10,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474920,90195133
0,1,2,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474920,90195134
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Strongly cemented,52474920,90195135
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474921,90195136
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subangular,Strongly cemented,52474921,90195137
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474921,90195138
1,2,10,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474921,90195139
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subangular,Strongly cemented,52474922,90195140
0,2,3,Mixed rock fragments,5,40,75,Nonflat,Subangular,Strongly cemented,52474922,90195141
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subangular,Strongly cemented,52474922,90195142
