areatypename,areasymbol,areaname,ssastatus,cordate,exportcertstatus,exportcertdate,exportmetadata,lkey,distmdkey,distlegendmdkey
Non-MLRA Soil Survey Area,OH033,"Crawford County, Ohio",NA,07/01/1975 00:00:00,"certified, major components",09/03/2019 17:16:55,"09-03-2019 version includes new spatial and tabular data.  Spatial data was edited to reduce geometry size and coordinate precision of SSURGO, and to standardize vertex density.  Map unit name for So was changed, and this map unit includes completely new tabular data.  Includes minor edits to other map units.  Includes 2 new interpretations - FOR - Windthrow Hazard and ENG - New Ohio Septic Rating (OH) - and edits to other interpretations.",11531,64226,64128
