areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,IL037,"DeKalb County, Illinois",405920,"Indianapolis, IN",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,12000,NA,NA,NA,NA,11320
