hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
2Btg2,2,B,NA,2,76,104,137,102,124,165,NA,20,NA,0,0,0,0,0,0,95,98,100,87,95,100,68,84,100,41,53,75,10,49,55,0,2.5,3,0,4.5,7,3,16,20,5,16.5,25,1,9.5,15,15,27,72,NA,12,NA,NA,15,NA,18,24,30,0,0,1,0.2,0.3,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.54,1.64,1.69,NA,4.23,9.17,14.11,0.1,0.14,0.18,NA,NA,NA,19.4,23.2,26.6,10.7,15.1,19.6,34,40,45,1.7,2.9,4,28,35,41,11,16,21,1,5,14,0.28,0.28,0,0,5,0,0,0,0,0,0,0,0,2,14.2,18.7,22.6,NA,NA,NA,12,17.5,61.6,5.6,6,7.8,5.3,5.7,7.5,NA,NA,NA,NA,NA,NA,0.2,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483840,51074761
2Cg,2,C,NA,NA,102,124,165,152,152,200,NA,28,NA,0,0,0,0,0,0,92,97,99,80,89,95,58,76,95,27,42,69,15,58,75,0,4,7,0,6,12,5,18,30,5,20,35,3,10,20,0,25,73,NA,12,NA,NA,13,NA,8,17,30,0,0,2,0,0.1,0.4,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.58,1.68,1.8,NA,4.23,23.29,42.34,0.07,0.1,0.14,NA,NA,NA,12.9,19.5,26.4,4.7,10.8,20.1,30,35,40,0.5,1.6,3.8,18,27,40,3,11,21,0,0,5,0.28,0.28,0,0,20,0,0,0,0,0,0,0,0,2,6.2,13.1,21.7,NA,NA,NA,5.1,13,60.7,6.1,6.6,8.4,5.8,6.3,8.1,NA,NA,NA,NA,NA,NA,0,3.3,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483840,51074762
Ap,NA,A,NA,NA,0,0,0,25,41,48,NA,41,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,96,100,1,5,10,0,0.2,1,0.1,0.8,2,0.1,1,2,0.5,1,3,1,2,5,63,71,77,NA,30,NA,NA,41,NA,22,24,27,0,0,0,3.5,4.5,5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.33,1.43,1.47,NA,4.23,9.17,14.11,0.18,0.21,0.24,NA,NA,NA,30.2,31.6,32.8,15.6,17.8,19.8,42,46,49,2.9,3.2,4.2,40,44,48,15,16,18,15,18,22,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2,19,20.7,26,NA,NA,NA,16.6,20.1,25.8,6.1,6.7,7.3,5.8,6.4,7,NA,NA,NA,NA,NA,NA,3.3,5.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483841,51074763
Bt,NA,B,NA,NA,25,41,48,102,125,152,NA,84,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,99,100,91,96,100,1,5,10,0,0.2,1,0.1,0.8,2,0.1,1,2,0.5,1,3,1,2,5,55,64,74,NA,26,NA,NA,38,NA,25,31,35,0,0,0,0.5,1.3,1.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.5,1.6,1.63,NA,4.23,9.17,14.11,0.14,0.17,0.2,NA,NA,NA,29.5,32.3,33.7,14.6,19,21.4,40,44,48,3.2,4.5,5.3,36,44,48,17,22,25,15,23,28,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,19.7,24.9,27.9,NA,NA,NA,16.9,23.5,27.4,5.6,6.5,7.4,5.3,6.2,7.1,NA,NA,NA,NA,NA,NA,2,5.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483841,51074764
2BCtg,2,BC,NA,NA,102,125,152,117,147,178,NA,22,NA,0,0,0,0,0,0,97,100,100,90,98,100,74,92,100,46,62,80,15,45,60,0,1,3,0,3,5,1,9,20,5,17,25,2,15,25,15,36,70,NA,17,NA,NA,19,NA,15,19,25,0,0,1,0.1,0.3,0.5,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.55,1.65,1.7,NA,4.23,9.17,14.11,0.12,0.15,0.17,NA,NA,NA,23.7,27.3,30.6,8.9,12.1,16.2,33,39,43,1.3,2,3.1,25,30,36,9,13,17,1,5,12,0.37,0.37,0,0,5,0,0,0,0,0,0,0,0,2,11.7,15.1,19,NA,NA,NA,10.8,15,58,6.4,7.2,7.8,6.1,6.9,7.5,NA,NA,NA,NA,NA,NA,0,2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483841,51074765
2Cg,2,C,NA,NA,117,147,178,152,158,200,NA,11,NA,0,0,0,0,0,0,95,98,100,84,95,100,61,82,100,22,34,55,30,71,78,0,2,8,0,6,10,3,23,30,5,28,35,2,12,25,2,19,50,NA,11,NA,NA,8,NA,8,10,20,0,0,2,0,0.2,0.4,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.54,1.64,1.71,NA,14.11,23.225,42.34,0.08,0.11,0.14,NA,NA,NA,18.3,21.7,28.6,4.6,6.5,13.4,30,36,41,0.5,0.9,2.2,18,21,31,3,6,13,0,0,1,0.24,0.24,0,0,15,0,0,0,0,0,0,0,0,2,5,7.6,14.6,NA,NA,NA,4.4,7.5,53.6,6.6,7.4,8.2,6.3,7.1,7.9,NA,NA,NA,NA,NA,NA,0,0.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483841,51074766
Ap,NA,A,NA,NA,0,0,0,15,18,30,NA,18,NA,0,0,0,0,0,0,100,100,100,94,98,100,90,97,100,87,94,100,1,5,10,0,0.2,0.5,0,0.5,2,0,1,3,0,1.7,5,0,1.6,5,50,60,67,NA,14,NA,NA,46,NA,32,35,40,0,0,0,4.5,6.2,7.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.42,1.52,1.59,NA,1.41,2.82,4.23,0.17,0.18,0.21,NA,NA,NA,33.6,36,40.6,19,21.8,25.5,41,45,51,3.5,5.2,6.8,50,57,65,22,25,28,21,28,36,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,2,28,33.8,39,NA,NA,NA,24,33.5,47,5.6,7,7.5,5.3,6.7,7.2,NA,NA,NA,NA,NA,NA,4.1,6.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483925,51075044
Bg1,NA,B,NA,1,15,18,30,61,69,91,NA,51,NA,0,0,0,0,0,0,96,100,100,93,98,100,88,97,100,85,94,100,1,5,10,0,0.2,1,0,0.6,2,0,1,3,0,1.7,5,0,1.5,5,45,56,64,NA,16,NA,NA,40,NA,35,39,45,0,0,0,1.5,3.2,6,NA,NA,NA,1.3,1.4,1.55,NA,NA,NA,1.65,1.75,1.85,NA,1.41,2.82,4.23,0.13,0.17,0.2,NA,NA,NA,27.9,34.1,39.3,17.3,21.7,26.7,32,40,47,5.8,7.6,9.7,48,56,68,25,28,32,22,30,40,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2,27.2,33,39,NA,NA,NA,23.8,32.9,47,6.1,7.2,7.5,5.8,6.9,7.2,NA,NA,NA,NA,NA,NA,2.9,5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483925,51075045
Cg,NA,C,NA,NA,97,127,178,152,152,200,NA,25,NA,0,0,0,0,0,3,95,98,100,90,95,100,80,93,100,74,86,97,1,11,20,0,0.7,2,0,1,4,0,2.5,7,0,3.4,9,0,3.4,9,40,55,74,NA,19,NA,NA,36,NA,25,34,40,0,0,0,0,0.5,1.2,NA,NA,NA,1.4,1.53,1.65,NA,NA,NA,1.6,1.73,1.88,NA,1.41,2.82,4.23,0.12,0.17,0.19,NA,NA,NA,23,29,32.5,13.5,17.5,21,27,35,41,2.2,4,6.9,34,44,52,17,24,29,10,21,31,0.37,0.37,0,8,20,0,0,0,0,0,0,0,0,2,13.5,20.4,28,NA,NA,NA,13.2,59.1,67,6.6,7.8,8.4,6.3,7.5,8.1,NA,NA,NA,NA,NA,NA,0,1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483925,51075046
Bg2,NA,B,NA,2,61,69,91,97,127,178,NA,58,NA,0,0,0,0,0,1,96,98,100,91,96,100,83,95,100,79,92,99,1,6,12,0,0.3,1,0,0.7,2,0,1,3,0,2,5,0,2,5,43,53,66,NA,18,NA,NA,35,NA,33,41,45,0,0,0,0.5,1.3,2.7,NA,NA,NA,1.35,1.45,1.6,NA,NA,NA,1.68,1.78,1.89,NA,1.41,2.82,4.23,0.11,0.15,0.18,NA,NA,NA,23.7,31,37,14.5,20.5,26,31,41,46,3.9,7,9.1,43,54,61,23,29,33,17,30,38,0.32,0.32,0,0,5,0,0,0,0,0,0,0,0,2,21,29,36,NA,NA,NA,18.4,28.4,50,6.1,7.3,7.8,5.8,7,7.5,NA,NA,NA,NA,NA,NA,1.1,3.6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483925,51075047
H1,NA,H,NA,1,NA,0,NA,NA,36,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,94,96,100,88,94,100,82,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,61,73,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,4,5.5,7,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.37,NA,NA,4.23,9.17,14.11,0.21,0.22,0.23,NA,NA,NA,NA,32.9,NA,NA,20.4,NA,NA,49,NA,3,4.5,5.9,30,40,50,15,22.5,30,11,21,33,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,24,29.5,35,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483911,51074994
H2,NA,H,NA,2,NA,36,NA,NA,104,NA,NA,68,NA,0,0,0,0,0,0,100,100,100,94,96,100,87,95,100,80,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,64,80,NA,NA,NA,NA,NA,NA,20,28,35,0,0,0,0.5,1.25,2,NA,NA,NA,1.2,1.33,1.45,NA,NA,NA,NA,1.52,NA,NA,4.23,9.17,14.11,0.21,0.23,0.24,NA,NA,NA,NA,30.3,NA,NA,16.2,NA,NA,46,NA,3,4.5,5.9,30,40,50,15,22.5,30,11,21,33,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,13,19,25,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483911,51074995
H3,NA,H,NA,3,NA,104,NA,NA,119,NA,NA,15,NA,0,0,0,0,3,5,95,96,100,82,89,100,71,88,100,47,67,89,15,35,55,0,0,3,0,0.2,7,3,4,25,5,12.8,25,1,18,20,12,41,70,NA,NA,NA,NA,NA,NA,15,24,33,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.3,1.43,1.55,NA,NA,NA,NA,1.64,NA,NA,4.23,9.17,14.11,0.17,0.19,0.2,NA,NA,NA,NA,27.9,NA,NA,13.6,NA,NA,42,NA,3,4.5,5.9,30,40,50,15,22.5,30,2,11,26,0.43,0.43,0,0,20,0,0,0,0,0,0,0,0,0,9,15,21,NA,NA,NA,NA,NA,NA,6.1,7.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483911,51074996
H4,NA,H,NA,4,NA,119,NA,NA,152,NA,NA,33,NA,0,0,0,0,3,4,95,97,100,76,87,100,56,76,100,30,48,78,15,48,80,0,0.4,7,0,7.6,12,5,16.4,30,5,18,35,1,5.6,20,0,31,75,NA,NA,NA,NA,NA,NA,10,21,32,0,0,0,0,0.1,0.2,NA,NA,NA,1.4,1.55,1.7,NA,NA,NA,NA,1.63,NA,NA,4.23,23.29,42.34,0.11,0.15,0.19,NA,24.7,NA,NA,21.4,NA,NA,13.5,NA,NA,36,NA,0,1.5,2.9,20,27.5,35,7,13.5,20,0,3,15,0.28,0.28,0,20,40,0,0,0,0,0,0,0,0,0,6,13,20,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483911,51074997
H1,NA,H,NA,1,NA,0,NA,NA,53,NA,NA,53,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,91,95,100,1,6,10,0,0.1,0.3,0,0.3,0.7,0,1.1,3,0,2,5,0,2.5,5,55,63,72,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,4,5.5,7,NA,NA,NA,1.15,1.25,1.35,NA,NA,NA,NA,1.43,NA,NA,4.23,9.17,14.11,0.21,0.22,0.23,NA,NA,NA,NA,33.8,NA,NA,21.5,NA,NA,48,NA,3,4.5,5.9,35,42.5,50,15,22.5,30,13,22,33,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,26,30.5,35,NA,NA,NA,NA,NA,NA,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483912,51074998
H2,NA,H,NA,2,NA,53,NA,NA,112,NA,NA,59,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,88,95,100,1,6,10,0,0.1,0.3,0,0.3,0.7,0,1.1,3,0,2,5,0,2.5,5,50,62,75,NA,NA,NA,NA,NA,NA,24,32,40,0,0,0,0.2,1.1,2,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.48,NA,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,NA,31.7,NA,NA,17.9,NA,NA,48,NA,3,4.5,5.9,30,40,50,15,22.5,30,12,22,33,0.37,0.37,0,2,5,0,0,0,0,0,0,0,0,0,14,18.5,25,NA,NA,NA,NA,NA,NA,6.1,6.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483912,51074999
H3,NA,H,NA,3,NA,112,NA,NA,175,NA,NA,63,NA,0,0,0,0,0,0,100,100,100,83,91,100,74,89,100,62,79,100,2,16,30,0,0.5,2,0,1,3,1,3.5,10,3,7,15,2,4,10,30,56,78,NA,NA,NA,NA,NA,NA,20,28,40,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.35,1.48,1.6,NA,NA,NA,NA,1.7,NA,NA,4.23,9.17,14.11,0.18,0.2,0.22,NA,NA,NA,NA,29.8,NA,NA,16.3,NA,NA,40,NA,3,4.5,5.9,25,35,45,10,17.5,25,4,14,27,0.43,0.43,0,7,15,0,0,0,0,0,0,0,0,0,12,18,25,NA,NA,NA,NA,NA,NA,6.6,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483912,51075000
H4,NA,H,NA,4,NA,175,NA,NA,203,NA,NA,28,NA,0,0,0,0,2,4,96,97,100,82,89,100,74,87,100,62,77,98,2,16,30,0,0.5,2,0,1,3,1,3.5,10,3,7,15,2,4,10,40,56,83,NA,NA,NA,NA,NA,NA,15,28,30,0,0,0,0,0.25,0.5,NA,NA,NA,1.6,1.73,1.85,NA,NA,NA,NA,1.82,NA,NA,1.41,2.82,4.23,0.05,0.1,0.15,NA,NA,NA,NA,28.7,NA,NA,18.4,NA,NA,31,NA,0,1.5,2.9,20,27.5,35,10,15,20,3,10,19,0.43,0.43,5,17,30,0,0,0,0,0,0,0,0,0,9,14.5,20,NA,NA,NA,NA,NA,NA,7.4,8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483912,51075001
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,33,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,88,94,100,0,7.5,15,0,0.3,0.5,0,0.7,2,0,1.5,5,0,2.5,7,0,2.5,7,58,70,82,NA,NA,NA,NA,NA,NA,18,22.5,27,0,0,0,4,4.5,5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.26,1.36,1.42,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,25.9,31.1,32.8,14.2,17,19.8,42,46,49,0,1.5,2.9,36,41,47,11,15,18,9,16,22,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15.9,19.6,23.2,NA,NA,NA,NA,NA,NA,5.6,6.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483913,51075002
H2,NA,H,NA,2,NA,33,NA,NA,84,NA,NA,51,NA,0,0,0,0,0,0,100,100,100,98,98,100,92,97,100,85,92,100,0,7.5,15,0,0.3,0.5,0,0.7,2,0,1.5,5,0,2.5,7,0,2.5,7,50,63,76,NA,NA,NA,NA,NA,NA,24,29.5,35,0,0,0,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.5,1.6,1.66,NA,4.23,9.17,14.11,0.18,0.19,0.2,NA,NA,NA,24.5,31.6,34.1,13.9,18,22,40,44,48,3,4.5,5.9,35,42,49,16,21,25,12,20,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,19,23.8,28.2,NA,NA,NA,NA,NA,NA,5.1,6.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483913,51075003
H3,NA,H,NA,3,NA,84,NA,NA,127,NA,NA,43,NA,0,0,0,0,1,1,95,98,100,80,91,98,68,86,98,46,62,76,25,37.5,52,0,1,2,0,2,4,5,11,15,5,13.5,20,5,10,15,14,35.5,50,NA,NA,NA,NA,NA,NA,20,27,34,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.63,1.73,1.8,NA,4.23,9.17,14.11,0.15,0.17,0.19,NA,NA,NA,20,29.4,33.7,11.1,16.3,21.8,32,38,44,3,4.5,5.9,31,38,45,13,19,24,1,9,17,0.32,0.32,0,10,20,0,0,0,0,0,0,0,0,0,10.5,14.2,17.9,NA,NA,NA,NA,NA,NA,5.6,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483913,51075004
H4,NA,H,NA,4,NA,127,NA,NA,152,NA,NA,25,NA,0,0,0,0,1,2,90,96,100,74,87,100,60,79,97,38,52,66,35,47.5,60,0,2,4,1,4.5,7,5,11.5,15,5,16.5,25,5,13,20,20,35,45,NA,NA,NA,NA,NA,NA,15,17.5,20,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.7,1.8,1.9,NA,NA,NA,1.79,1.89,1.98,NA,1.41,2.82,4.23,0.05,0.07,0.1,NA,NA,NA,19.8,25,29.5,9.2,11.6,15,22,27,33,0,1.5,2.9,25,28,32,9,11,13,0,3,7,0.37,0.37,15,28,40,0,0,0,0,0,0,0,0,0,7.9,9.3,10.6,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483913,51075005
Cg,NA,C,NA,NA,97,112,119,152,152,200,NA,40,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,98,100,0,3,7,0,0.2,1,0,0.2,2,0,0.4,2,0,0.9,2,0,1.3,5,58,68,76,33,34,35,33,34,35,24,29,35,0,0,0,0.2,0.6,1,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.49,1.59,1.65,2.6,4.23,9.17,14.11,0.14,0.15,0.17,NA,NA,NA,28.8,31.1,33.4,13.7,17,20.8,40,44,48,3.1,4.3,5.7,34,40,47,16,20,25,14,21,28,0.43,0.43,0,0,10,0,0,0,0,0,0,0,0,2,18.4,22.7,27.5,NA,NA,NA,16.2,22.2,66.5,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484004,51075333
Bg,NA,B,NA,NA,25,43,45,97,112,119,NA,69,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,0,2,7,0,0.1,1,0,0.2,2,0,0.3,2,0,0.6,2,0,0.8,5,58,67,73,33,34,37,31,33,34,27,31,35,0,0,0,2,3,4,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.4,1.5,1.54,2.56,4.23,9.17,14.11,0.15,0.17,0.19,NA,NA,NA,30.7,32.7,34.4,16.4,19.5,22.7,43,47,50,4,5,5.9,41,47,53,19,22,25,19,25,30,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,22.3,25.7,29,NA,NA,NA,18.6,25,28.6,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484004,51075334
Ap,NA,A,NA,NA,0,0,0,25,43,45,NA,43,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,0,2,7,0,0.1,1,0,0.2,2,0,0.3,2,0,0.6,2,0,0.8,5,58,67,73,30,34,35,32,33,34,27,31,35,0,0,0,5,5.5,6,NA,NA,NA,1.15,1.25,1.35,NA,NA,NA,1.3,1.4,1.43,2.52,4.23,9.17,14.11,0.18,0.2,0.22,NA,NA,NA,32.4,33.8,35.1,19.1,21.5,24,44,48,52,3.3,3.9,4.5,47,52,57,18,21,24,20,26,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,2,23.2,26.3,29.5,NA,NA,NA,18.8,24.3,29.1,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484004,51075335
2C,2,C,NA,NA,96,99,105,152,152,200,NA,53,NA,0,0,0,0,1,2,91,96,100,83,91,99,70,84,98,47,61,71,25,40,55,1,2,6,2,3,8,4,10,22,8,13.5,19,1,11.5,14,25,40,50,19,20,22,19,20,21,15,20,25,0,0,0,0,0.25,0.5,NA,NA,NA,1.7,1.8,1.9,NA,NA,NA,1.82,1.92,2,2.63,1.41,2.82,4.23,0.14,0.14,0.18,NA,NA,NA,19.1,24.1,29.1,9.3,13.8,18.7,23,28,33,1.2,2,3.3,25,30,36,9,13,17,1,5,10,0.43,0.43,15,28,40,0,0,0,0,0,0,0,0,2,10.9,15.7,19.7,NA,NA,NA,49.6,54.4,58.7,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484005,51075336
